	Text	Value	Tokens
1205	اما تمام مدل‌ها دارای ورودی و خروجی صوتی،  خروجی تصویری VGA و یک پورت شبکه LAN می‌باشند.	0	['مدل\u200cها', 'دارای', 'ورودی', 'خروجی', 'صوتی', 'خروجی', 'تصویری', 'VGA', 'پورت', 'شبکه', 'LAN', 'می\u200cباشند']
1206	مدل‌های گران‌تر به خروجی تصویری HDMI نیز مجهز هستند که به کمک آن می‌توانید نوت‌بوک خود را به HDTV متصل کنید.	1	['مدل\u200cهای', 'گران\u200cتر', 'خروجی', 'تصویری', 'HDMI', 'مجهز', 'کمک', 'می\u200cتوانید', 'نوت\u200cبوک', 'HDTV', 'متصل']
1207	• صفحه نمایش و بلندگوها نوت‌بوک‌های ASUS X،  در هر سایزی که باشند،  نوت‌بوک هایی مناسب برای انجام وظیفه به عنوان یک مرکز مالتی مدیا هستند.	1	['•', 'صفحه', 'نمایش', 'بلندگوها', 'نوت\u200cبوک\u200cهای', 'ASUS', 'X', 'سایزی', 'نوت\u200cبوک', 'مناسب', 'وظیفه', 'مرکز', 'مالتی', 'مدیا']
1208	به خصوص اینکه؛ از نمایشگرهای LED با کیفیت بسیار بالا بهره می‌برند.	2	['خصوص', 'نمایشگرهای', 'LED', 'کیفیت', 'بهره', 'می\u200cبرند']
1209	تمام مدل‌های 14.0 و 15.6 اینچی مجهز به نمایشگرهای با رزولوشن 1366x768 پیکسل می‌باشند.	0	['مدل\u200cهای', '14.0', '15.6', 'اینچی', 'مجهز', 'نمایشگرهای', 'رزولوشن', '1366', 'x', '768', 'پیکسل', 'می\u200cباشند']
1210	در کل کیفیت نمایشگرها نسبت به رده‌ای که نوت‌بوک‌ها در آن قرار دارند بسیار عالیست.	2	['کیفیت', 'نمایشگرها', 'نسبت', 'رده\u200cای', 'نوت\u200cبوک\u200cها', 'قرار', 'عالیست']
1211	رنگ‌های تولید شده بسیار زنده و طبیعی بوده و روشنایی صفحه نمایش بسیار خوب است.	2	['رنگ\u200cهای', 'تولید', 'زنده', 'طبیعی', 'روشنایی', 'صفحه', 'نمایش']
1212	شاید تنها نقطه ضعف صفحه نمایش را بتوان زاویه‌ی دید عمودی محدود آن دانست به طوری که اگر کمی از بالا یا پایین به صفحه نگاه کنید،  افت چشمگیری در کیفیت تصویر مشاهده خواهید کرد.	-2	['نقطه', 'ضعف', 'صفحه', 'نمایش', 'زاویه\u200cی', 'دید', 'عمودی', 'محدود', 'طوری', 'پایین', 'صفحه', 'افت', 'چشمگیری', 'کیفیت', 'تصویر', 'مشاهده', 'خواهید_کرد']
1213	تمام نوت‌بوک‌های سری X مجهز به بلندگوهای قدرتمند ساخت کمپانی Altec Lansing می‌باشند تا صدایی قدرتمند را تولید کنند.	2	['نوت\u200cبوک\u200cهای', 'X', 'مجهز', 'بلندگوهای', 'قدرتمند', 'ساخت', 'کمپانی', 'Altec', 'Lansing', 'می\u200cباشند', 'صدایی', 'قدرتمند', 'تولید']
1214	• کیبورد و تاچ پد صفحه کلید هرچند که از نوع مدرن‌تر جزیره ای با کلیدهای جدا از هم جزیره‌ای نیست،  ولی عملکرد بسیار خوبی دارد.	2	['•', 'کیبورد', 'تاچ', 'پد', 'صفحه', 'کلید', 'مدرن\u200cتر', 'جزیره', 'کلیدهای', 'جزیره\u200cای', 'عملکرد', 'خوبی']
1215	با این حال صفحه کلید ASUS X نیز کاملا دوست داشتنی است.	2	['صفحه', 'کلید', 'ASUS', 'X', 'دوست', 'داشتنی']
1216	شاسی آن در هیچ جا تحت فشار خم نمی‌شود و خود کلیدها نیز آستانه و عمق عملکرد خوبی دارند.	1	['شاسی', 'فشار', 'خم', 'کلیدها', 'آستانه', 'عمق', 'عملکرد', 'خوبی']
1217	تاچ پد نیز چندان بزرگ نیست،  ولی حساس ساخته شده است.	1	['تاچ', 'پد', 'حساس', 'ساخته_شده_است']
1218	این تاچ پد از نوع مالتی تاچ می‌باشد و عملکردی کاملا استاندارد و صحیح را از خود به نمایش می‌گذارد.	2	['تاچ', 'پد', 'مالتی', 'تاچ', 'می\u200cباشد', 'عملکردی', 'استاندارد', 'صحیح', 'نمایش', 'می\u200cگذارد']
1219	در این جا نیز شاهد یک فن آوری جدید به نام Palm Proof هستیم.	0	['شاهد', 'فن', 'آوری', 'Palm', 'Proof']
1220	بدین ترتیب که اگر در حال تایپ کردن در یک وسیله‌ی نقلیه باشید،  ممکن است در اثر تکان‌ها،  قسمت پایین کف دست شما مرتبا به تاچ پد برخورد کند و عمل کلیک انجام شود.	0	['ترتیب', 'تایپ', 'وسیله\u200cی', 'نقلیه', 'اثر', 'تکان\u200cها', 'قسمت', 'پایین', 'کف', 'دست', 'مرتبا', 'تاچ', 'پد', 'برخورد', 'کلیک']
1221	در بیشتر نوت‌بوک‌ها این مسئله با خاموش کردن موقتی تاچ پد حل می‌شود.	0	['نوت\u200cبوک\u200cها', 'مسئله', 'خاموش', 'موقتی', 'تاچ', 'پد', 'حل']
1222	اما ASUS راه حل جدیدی را اندیشیده است.	1	['ASUS', 'حل', 'جدیدی', 'اندیشیده_است']
1223	به طوری که با استفاده از فن آوری نوین Palm Proof،  این تاچ پد توانایی تشخیص بین ضربات انگشت برای کلیک و ضربات انتهای کف دست را دارد تا به ضربات انتهای کف دست ترتیب اثر ندهد.	1	['طوری', 'فن', 'آوری', 'نوین', 'Palm', 'Proof', 'تاچ', 'پد', 'توانایی', 'تشخیص', 'ضربات', 'انگشت', 'کلیک', 'ضربات', 'انتهای', 'کف', 'دست', 'ضربات', 'انتهای', 'کف', 'دست', 'ترتیب', 'اثر', 'ندهد']
1224	• سخت افزار داخلی همان‌طور که گفتیم این نوت‌بوک‌ها در کانفیگ های نسبتا متنوع و البته قدرتمندی ساخته شده است.	2	['•', 'افزار', 'داخلی', 'همان\u200cطور', 'نوت\u200cبوک\u200cها', 'کانفیگ', 'متنوع', 'قدرتمندی', 'ساخته_شده_است']
1225	اکثر کانفیگ ها از پردازنده های Core کمپانی اینتل یا پردازنده های چهار هسته ای سری A کمپانی AMD بهره می‌برند.	0	['کانفیگ', 'پردازنده', 'Core', 'کمپانی', 'اینتل', 'پردازنده', 'هسته', 'A', 'کمپانی', 'AMD', 'بهره', 'می\u200cبرند']
1226	پردازنده‌ی Core i7 که قدرتمندترین آن‌هاست،  پردازنده ای ذاتا چهار هسته ای با توان تولید چهار هسته‌ی مجازی و کارکرد با مجموع هشت هسته است (تکنولوژی Hyper-Threading) که عملکردی کم نظیر را ارایه می‌دهد.	2	['پردازنده\u200cی', 'Core', 'i7', 'قدرتمندترین', 'آن\u200cهاست', 'پردازنده', 'ذاتا', 'هسته', 'تولید', 'هسته\u200cی', 'مجازی', 'کارکرد', 'مجموع', 'هشت', 'هسته', 'تکنولوژی', 'Hyper-Threading', 'عملکردی', 'ارایه', 'می\u200cدهد']
1227	پردازنده های Core i5 و Core i3 نیز ذاتا دو هسته ای با توان ساختن دو هسته‌ی مجازی دیگر هستند.	0	['پردازنده', 'Core', 'i5', 'Core', 'i3', 'ذاتا', 'هسته', 'ساختن', 'هسته\u200cی', 'مجازی']
1228	همچنین در کانفیگ هایی از مدل‌های چهار هسته ای سری A پردازنده های AMD نیز استفاده شده.	0	['کانفیگ', 'مدل\u200cهای', 'هسته', 'A', 'پردازنده', 'AMD']
1229	مزیت این نوع پردازنده‌ها بیشتر در ارایه ی قابلیت‌های فوق‌العاده در مالتی تسکینگ یا انجام چند وظیفه به صورت همزمان است که بر عملکرد عمومی و سرعت پردازش تاثیر بسزایی دارد.	2	['مزیت', 'پردازنده\u200cها', 'ارایه', 'قابلیت\u200cهای', 'فوق\u200cالعاده', 'مالتی', 'تسکینگ', 'وظیفه', 'عملکرد', 'عمومی', 'سرعت', 'پردازش', 'تاثیر', 'بسزایی']
1230	اما مدل‌های ارزان‌تری نیز با پردازنده های دو هسته ای ضعیف‌تر و کم مصرف‌تر Intel Pentium و Intel Celeron وجود دارند.	0	['مدل\u200cهای', 'ارزان\u200cتری', 'پردازنده', 'هسته', 'ضعیف\u200cتر', 'مصرف\u200cتر', 'Intel', 'Pentium', 'Intel', 'Celeron']
1231	این پردازنده‌ها بسیار ضعیف‌تر از پردازنده های Intel Core هستند ولی در عوض مدل‌های مبتنی بر این پردازنده‌ها،  بسیار ارزان‌تر بوده و مصرف انرژی کمتری نیز دارند.	1	['پردازنده\u200cها', 'ضعیف\u200cتر', 'پردازنده', 'Intel', 'Core', 'عوض', 'مدل\u200cهای', 'مبتنی', 'پردازنده\u200cها', 'ارزان\u200cتر', 'مصرف', 'انرژی']
1232	علاوه بر پردازنده،  ASUS X در کانفیگ هایی با گرافیک‌های کاملا On-Board تا با کارت گرافیکی مستقل نیز موجود می‌باشد.	0	['علاوه', 'پردازنده', 'ASUS', 'X', 'کانفیگ', 'گرافیک\u200cهای', 'On-Board', 'کارت', 'گرافیکی', 'مستقل', 'موجود', 'می\u200cباشد']
1233	بر روی این نوت‌بوک‌ها می‌توانید کارت‌های گرافیکی AMD Radeon سری 5000،  6000 و 7000 و یا NVIDIA GeForce سری GT 500M و GT 600M را بیابید.	0	['نوت\u200cبوک\u200cها', 'می\u200cتوانید', 'کارت\u200cهای', 'گرافیکی', 'AMD', 'Radeon', '5000', '6000', '7000', 'NVIDIA', 'GeForce', 'GT', '500', 'M', 'GT', '600', 'M']
1234	اگر به دنبال انجام کارهای گرافیکی سنگین و یا انجام بازی‌های رایانه‌ای هستید،  کانفیگ‌های با گرافیک مستقل انتخاب‌های خوبی هستند.	1	['دنبال', 'کارهای', 'گرافیکی', 'سنگین', 'بازی\u200cهای', 'رایانه\u200cای', 'کانفیگ\u200cهای', 'گرافیک', 'مستقل', 'انتخاب\u200cهای', 'خوبی']
1235	از نظر حافظه‌ی RAM و هارد دیسک نیز،  ASUS X در تنوع خیلی خوبی موجود می‌باشد.	2	['نظر', 'حافظه\u200cی', 'RAM', 'هارد', 'دیسک', 'ASUS', 'X', 'تنوع', 'خوبی', 'موجود', 'می\u200cباشد']
1236	شما می‌توانید از مدل‌هایی بین حافظه‌ی رم 2 تا 8 گیگابایت انتخاب کنید.	0	['می\u200cتوانید', 'مدل\u200cهایی', 'حافظه\u200cی', 'رم', '2', '8', 'گیگابایت', 'انتخاب']
1237	حافظه‌ی رم بیشتر به خصوص در باز کردن چند برنامه به صورت همزمان،  و مثلا کار کردن با چند برنامه‌ی گرافیکی کاملا به کار می‌آید.	0	['حافظه\u200cی', 'رم', 'خصوص', 'برنامه', 'کار', 'برنامه\u200cی', 'گرافیکی', 'کار', 'می\u200cآید']
1238	وب کم این نوت‌بوک‌ها رزولوشن VGA را ارایه می‌دهد که رزولوشن چندان بالایی نیست ولی به هر صورت برای مکالمه‌های ویدیویی مناسب است.	1	['وب', 'نوت\u200cبوک\u200cها', 'رزولوشن', 'VGA', 'ارایه', 'می\u200cدهد', 'رزولوشن', 'بالایی', 'مکالمه\u200cهای', 'ویدیویی', 'مناسب']
1239	ASUS همراه سری X یک باتری شش سلولی ارائه کرده است.	0	['ASUS', 'همراه', 'X', 'باتری', 'سلولی', 'ارائه', 'کرده_است']
1240	عملکرد این باتری در مدل‌های مختلف بسته به سایز صفحه نمایش و نوع سخت افزار داخلی،  متفاوت است اما در کل از شارژدهی باتری راضی بودیم.	1	['عملکرد', 'باتری', 'مدل\u200cهای', 'بسته', 'سایز', 'صفحه', 'نمایش', 'افزار', 'داخلی', 'متفاوت', 'شارژدهی', 'باتری', 'راضی']
1241	برای مثال مدل X53SV که دارای صفحه نمایش 15.6 اینچی بوده و از پردازنده‌ی دو هسته ای Intel Core i5 و کارت گرافیک NVIDIA GeForce GT 540M بهره می‌برد،  در تست مرورگری اینترنت از طریق Wi-Fi با روشنایی متوسط صفحه نمایش،  توانست بیش از 4 ساعت و 15 دقیقه شارژدهی کند که میزان نسبتا خوبیست.	1	['مثال', 'مدل', 'X', '53', 'SV', 'دارای', 'صفحه', 'نمایش', '15.6', 'اینچی', 'پردازنده\u200cی', 'هسته', 'Intel', 'Core', 'i5', 'کارت', 'گرافیک', 'NVIDIA', 'GeForce', 'GT', '540', 'M', 'بهره', 'می\u200cبرد', 'تست', 'مرورگری', 'اینترنت', 'Wi-Fi', 'روشنایی', 'متوسط', 'صفحه', 'نمایش', '4', 'ساعت', '15', 'دقیقه', 'شارژدهی', 'خوبیست']
1242	همین مدل،  در تست تماشای ویدئو توانست نزدیک به سه ساعت و نیم شارژدهی کند که کاملا رضایت بخش است.	2	['مدل', 'تست', 'تماشای', 'ویدئو', 'سه', 'ساعت', 'نیم', 'شارژدهی', 'رضایت']
1243	• جمع بندی به هر صورت همان‌طور که گفتیم،  ASUS X سری نوت‌بوکی در رده‌ی کاربری عام،  با مشتری‌های متنوع با نیازهای متفاوت و قیمت مناسب است.	1	['•', 'جمع', 'همان\u200cطور', 'ASUS', 'X', 'نوت\u200cبوکی', 'رده\u200cی', 'کاربری', 'عام', 'مشتری\u200cهای', 'متنوع', 'نیازهای', 'متفاوت', 'قیمت', 'مناسب']
1244	اگر طراحی و کیفیت بسیار عالی ASUS را می‌پسندید و در ضمن قصد دارید تا نوت‌بوکی با سخت افزارهای مورد نیاز و سایز مناسب خود را داشته باشید،  ASUS X انتخاب خوبیست.	2	['طراحی', 'کیفیت', 'عالی', 'ASUS', 'می\u200cپسندید', 'قصد', 'نوت\u200cبوکی', 'افزارهای', 'نیاز', 'سایز', 'مناسب', 'داشته_باشید', 'ASUS', 'X', 'انتخاب', 'خوبیست']
1245	همانطور که گفتیم،  S3200 دوربین بریجی در سطح متوسط است.	-1	['همانطور', 'S', '3200', 'دوربین', 'بریجی', 'سطح', 'متوسط']
1246	این موضوع را نخست از توانایی زوم لنز آن می توان دریافت.	0	['موضوع', 'توانایی', 'زوم', 'لنز', 'دریافت']
1247	بدین ترتیب که با توانایی زوم 24 برابر این لنز در رده ی پایین تر سوپرزوم ها قرار می گیرد.	-1	['ترتیب', 'توانایی', 'زوم', '24', 'لنز', 'رده', 'پایین', 'سوپرزوم', 'قرار']
1248	در نظر بگیریم که توانایی زوم لنز دوربین های این رده تا 40 برابر هم رسیده است.	0	['نظر', 'توانایی', 'زوم', 'لنز', 'دوربین', 'رده', '40', 'رسیده_است']
1249	کمینه ی فاصله ی کانونی لنز این دوربین 24 میلی متر است که باعث می شود در یک کادر بتوانید میدان دیدی کاملا گسترده را ثبت کنید.	2	['کمینه', 'فاصله', 'کانونی', 'لنز', 'دوربین', '24', 'میلی', 'متر', 'باعث', 'کادر', 'بتوانید', 'میدان', 'دیدی', 'گسترده', 'ثبت']
1250	توانایی زوم 24 برابر هم تا حد زیادی کفایت می کند.	1	['توانایی', 'زوم', '24', 'حد', 'زیادی', 'کفایت']
1251	کمینه ی نسبت کانونی این لنز در حالت واید f/3.1 می باشد که تا لنزی نسبتا سریع به حساب می آید.	1	['کمینه', 'نسبت', 'کانونی', 'لنز', 'حالت', 'واید', 'f/', '3.1', 'لنزی', 'حساب']
1252	پشت این لنز،  سنسور تصویر 14 مگاپیکسلی CCD قرار گرفته است که هرچند از انواع پیشرفته تر CMOS نیست ولی رزولوشن مناسبی را ارائه می دهد تا بتوانید در شرایط نوری بهتر عکس های خوبی بگیرید.	1	['لنز', 'سنسور', 'تصویر', '14', 'مگاپیکسلی', 'CCD', 'قرار', 'گرفته_است', 'انواع', 'پیشرفته', 'CMOS', 'رزولوشن', 'مناسبی', 'ارائه', 'بتوانید', 'شرایط', 'نوری', 'عکس', 'خوبی']
1253	این دوربین توانایی ضبط ویدیویی 720p HD را دارد که خیلی خوب است.	2	['دوربین', 'توانایی', 'ضبط', 'ویدیویی', '720', 'p', 'HD']
1254	اما بر روی بدنه ی این دوربین که به شکل DSLR ها ساخته شده و دارای دستگیره ی بزرگی می باشد،  پیچ تنظیمی قرار گرفته که از طریق آن می توانید مودهای مختلف عکاسی،  از مود عکاسی سبز رنگ کاملا اتوماتیک گرفته تا مودهای P,A,S,M را انتخاب نمایید.	0	['بدنه', 'دوربین', 'شکل', 'DSLR', 'دارای', 'دستگیره', 'بزرگی', 'پیچ', 'تنظیمی', 'قرار', 'مودهای', 'عکاسی', 'مود', 'عکاسی', 'سبز', 'رنگ', 'اتوماتیک', 'مودهای', 'P,A,S,M', 'انتخاب', 'نمایید']
1255	اگر از جمله ی کاربران تازه کار هستید می توانید مود اتوماتیک را انتخاب کنید و مودهای P,A,S,M نیز برای عکاسی خلاقانه تر به کار می روند.	1	['جمله', 'کاربران', 'کار', 'مود', 'اتوماتیک', 'انتخاب', 'مودهای', 'P,A,S,M', 'عکاسی', 'خلاقانه', 'کار', 'روند']
1256	در قسمت پشتی دوربین،  نمایشگر 3 اینچی قرار گرفته است که رزولوشن 230000 نقطه را ارائه می دهد.	0	['قسمت', 'پشتی', 'دوربین', 'نمایشگر', '3', 'اینچی', 'قرار', 'گرفته_است', 'رزولوشن', '230000', 'نقطه', 'ارائه']
1257	این رزولوشن برای چنین دوربین ارزان قیمتی خیلی خوب است.	2	['رزولوشن', 'دوربین', 'ارزان', 'قیمتی']
1258	چینش دکمه ها و ارگونومی هم طبق سنت بیشتر دوربین های فوجی فیلم هم رده می باشد.	0	['چینش', 'دکمه', 'ارگونومی', 'طبق', 'سنت', 'دوربین', 'فوجی', 'فیلم', 'رده']
1259	عکس ها و فیلم هایی که می گیرید بر روی کارت های حافظه ی SD/SDHC/SDXC ذخیره می شوند.	0	['عکس', 'فیلم', 'کارت', 'حافظه', 'SD/SDHC/SDXC', 'ذخیره']
1260	انرژی این دوربین نیز از طریق چهار باتری قلمی سایز AA تامین می شود که بسته به اینکه از انواع آلکالاینی،  نیکل-متال هیبرید یا لیتیومی آن انتخاب کنید می تواند شارژدهی به اندازه ی 300،  500  یا 700 عکس داشته باشد.	0	['انرژی', 'دوربین', 'باتری', 'قلمی', 'سایز', 'AA', 'تامین', 'بسته', 'انواع', 'آلکالاینی', 'نیکل-متال', 'هیبرید', 'لیتیومی', 'انتخاب', 'شارژدهی', 'اندازه', '300', '500', '700', 'عکس', 'داشته_باشد']
1261	در کل همانطور که گفتیم،  S3200 دوربین Bridge ارزان قیمتی از فوجی فیلم است که قیمت مناسب را در ازای امکانات مناسب ارائه می کند.	1	['همانطور', 'S', '3200', 'دوربین', 'Bridge', 'ارزان', 'قیمتی', 'فوجی', 'فیلم', 'قیمت', 'مناسب', 'ازای', 'امکانات', 'مناسب', 'ارائه']
1262	وقتی که فوجی فیلم در نمایشگاه فوتوکینا سال 2010 دوربین مدل X100 خود را معرفی کرد،  با ظاهر قدیمی و کیفیت عالی عکس های خود توانست نظر عکاسان حرفه ای را کاملا به خود جلب کند.	1	['فوجی', 'فیلم', 'نمایشگاه', 'فوتوکینا', 'سال', '2010', 'دوربین', 'مدل', 'X', '100', 'معرفی', 'ظاهر', 'قدیمی', 'کیفیت', 'عالی', 'عکس', 'نظر', 'عکاسان', 'حرفه', 'جلب']
1263	هرچند که آن دوربین هم بدون ایراد نبود.	0	['دوربین', 'ایراد']
1264	در مدل پس از آن یعنی X10 نیز ویژگی های دیگری اضافه شده بودند که علاوه بر رفع نواقص مدل پیشین آن را بیشتر مناسب عکاسان مبتدی کرده بود.	0	['مدل', 'X', '10', 'ویژگی', 'اضافه', 'شده_بودند', 'علاوه', 'رفع', 'نواقص', 'مدل', 'پیشین', 'مناسب', 'عکاسان', 'مبتدی', 'کرده_بود']
1265	اما این بار فوجی فیلم شاهکاری دیگر را خلق کرده است که قطعا در CES 2011 یکی از بهترین‌ها بود.	2	['فوجی', 'فیلم', 'شاهکاری', 'خلق', 'کرده_است', 'CES', '2011', 'بهترین\u200cها']
1266	دوربین بدون آینه با لنز قابل تعویض X-Pro1،  که به جرئت نخستین دوربین در کلاس خود می‌باشد که کاملا برای حرفه ای‌ها ساخته شده است.	1	['دوربین', 'آینه', 'لنز', 'تعویض', 'X-Pro1', 'جرئت', 'دوربین', 'کلاس', 'می\u200cباشد', 'حرفه', 'ای\u200cها', 'ساخته_شده_است']
1267	اکنون سعی می‌کنیم که بررسی اجمالی بر روی این دوربین داشته باشیم و پس از آمدن آن به بازار،  نقد کاملی با تست کیفیت عکس های آن ارایه خواهیم داد.	0	['بررسی', 'اجمالی', 'دوربین', 'داشته_باشیم', 'بازار', 'نقد', 'کاملی', 'تست', 'کیفیت', 'عکس', 'ارایه', 'خواهیم_داد']
1268	XPro-1 در حقیقت شروعی بر سری جدیدی از دوربین های بدون آینه فوجی فیلم است.	0	['XPro-1', 'حقیقت', 'شروعی', 'جدیدی', 'دوربین', 'آینه', 'فوجی', 'فیلم']
1269	به طوری که ماونت لنزی کاملا جدید و همچنین لنزهایی متفاوت برای آن ساخته شده اند.	1	['طوری', 'ماونت', 'لنزی', 'لنزهایی', 'متفاوت', 'ساخته_شده_اند']
1270	بعلاوه این دوربین کاملا و به صورت تمام عیار برای کاربران حرفه ای ساخته شده است.	0	['دوربین', 'عیار', 'کاربران', 'حرفه', 'ساخته_شده_است']
1271	از ویژگی های این دوربین می‌توان به سنسور تصویر 16 مگاپیکسلی APS-C X-Trans CMOS که بر روی دوربین های DSLR غیر فول فریم استفاده می‌شود،  آرایه‌ی جدیدی از فیلتر رنگی،  پردازشگر تصویر EXR،  چشمی هیبریدی اپتیکال/ الکترونیکی همانند چشمی دوربین X100،  پیچ های تنظیم مختلف،  ماونت جدید الکترونیکی X،   سرعت شاتر تا 1/4000 ثانیه و نمایشگر 3 اینچی 1.23 میلیون پیکسلی اشاره کرد.	0	['ویژگی', 'دوربین', 'می\u200cتوان', 'سنسور', 'تصویر', '16', 'مگاپیکسلی', 'APS-C', 'X-Trans', 'CMOS', 'دوربین', 'DSLR', 'فول', 'فریم', 'آرایه\u200cی', 'جدیدی', 'فیلتر', 'رنگی', 'پردازشگر', 'تصویر', 'EXR', 'چشمی', 'هیبریدی', 'اپتیکال/', 'الکترونیکی', 'چشمی', 'دوربین', 'X', '100', 'پیچ', 'تنظیم', 'ماونت', 'الکترونیکی', 'X', 'سرعت', 'شاتر', '1/4000', 'ثانیه', 'نمایشگر', '3', 'اینچی', '1.23', 'پیکسلی', 'اشاره']
1272	بعلاوه در هنگام معرفی،  سه لنز ثابت XF 18mm F2 R, XF 35mm F1.4 R, and XF 60mm F2.4 R Macro نیز با آن همراه شده اند.	0	['معرفی', 'سه', 'لنز', 'ثابت', 'XF', '18', 'mm', 'F2', 'R,', 'XF', '35', 'mm', 'F', '1.4', 'R,', 'and', 'XF', '60', 'mm', 'F', '2.4', 'R', 'Macro', 'همراه', 'شده_اند']
1273	X-Pro1 ویژگی طراحی کلاسیک X100 را حفظ کرده است.	0	['X-Pro1', 'ویژگی', 'طراحی', 'کلاسیک', 'X', '100', 'حفظ', 'کرده_است']
1274	ولی چیزی که کاملا مشهود است،  اعمال تغییرات مثبتی بوده که بر اثر نظرات کاربران درباره‌ی نقاط ضعف X100 اعمال شده.	1	['مشهود', 'اعمال', 'تغییرات', 'مثبتی', 'اثر', 'نظرات', 'کاربران', 'درباره\u200cی', 'نقاط', 'ضعف', 'X', '100', 'اعمال']
1275	برای مثال اکنون دکمه‌ی شاتر دارای یک دکمه‌ی مرکزی قفل است و پیچ تنظیم جبران نوردهی هم کمی در بدنه فرو رفته تا احتمال تغییر تصادفی آن کاهش یابد.	0	['مثال', 'دکمه\u200cی', 'شاتر', 'دارای', 'دکمه\u200cی', 'مرکزی', 'قفل', 'پیچ', 'تنظیم', 'جبران', 'نوردهی', 'بدنه', 'فرو', 'احتمال', 'تغییر', 'تصادفی', 'کاهش']
1276	همچنین یک دکمه‌ی Q-menu هم برای دسترسی به عملکردهای اصلی بدون نیاز به رفتن به منوی اصلی به وجود آمده است.	0	['دکمه\u200cی', 'Q-menu', 'دسترسی', 'عملکردهای', 'اصلی', 'نیاز', 'رفتن', 'منوی', 'اصلی', 'آمده_است']
1277	در ضمن از نظر ابعاد،  X-Pro1 کاملا از X100 بزرگتر و سنگین تر است و ظاهری کاملا جدی و حرفه ای تر دارد.	1	['نظر', 'ابعاد', 'X-Pro1', 'X', '100', 'بزرگتر', 'سنگین', 'ظاهری', 'جدی', 'حرفه']
1278	بدنه نیز به طور کاملا از آلیاژ آلومینیوم ساخته شده که در جای جای آن روکش چرمی قرار دارد.	0	['بدنه', 'آلیاژ', 'آلومینیوم', 'روکش', 'چرمی', 'قرار']
1279	ولی تغییرات اصلی را می‌توانیم در درون دوربین شاهد باشیم.	0	['تغییرات', 'اصلی', 'می\u200cتوانیم', 'دوربین', 'شاهد']
1280	جایی که سنسور تصویر 16 مگاپیکسلی APS-C Xtrans ساخت خود فوجی فیلم قرار گرفته و این بار فیلترهای سنتی Bayer برای تولید عکس رنگی با فیلتری کاملا پیچیده تر تعویض شده اند که طبق ادعای فوجی فیلم کیفیت رنگ را به طور چشمگیری افزایش داده است و دیگر به Low Pass Filter احتیاجی نیست.	1	['سنسور', 'تصویر', '16', 'مگاپیکسلی', 'APS-C', 'Xtrans', 'ساخت', 'فوجی', 'فیلم', 'قرار', 'فیلترهای', 'سنتی', 'Bayer', 'تولید', 'عکس', 'رنگی', 'فیلتری', 'پیچیده', 'تعویض', 'شده_اند', 'طبق', 'ادعای', 'فوجی', 'فیلم', 'کیفیت', 'رنگ', 'چشمگیری', 'افزایش', 'داده_است', 'Low', 'Pass', 'Filter', 'احتیاجی']
1281	در حقیقت طبق ادعای فوجی فیلم،  توانایی نمایش جزئیات رنگی این سنسور و کیفیت آن چیزی در حد سنسور تصویر 21 مگاپیکسلی دوربین فول فریم Canon 5D Mark II است!	0	['حقیقت', 'طبق', 'ادعای', 'فوجی', 'فیلم', 'توانایی', 'نمایش', 'جزئیات', 'رنگی', 'سنسور', 'کیفیت', 'حد', 'سنسور', 'تصویر', '21', 'مگاپیکسلی', 'دوربین', 'فول', 'فریم', 'Canon', '5D', 'Mark', 'II', '!']
1282	همانطور که گفتیم،  این دوربین از ماونت جدید الکترونیکی بهره می‌برد و از همان اول با یک سری لنز ثابت با نسبت دیافراگم پایین همراه شده است که مکمل خوبی برای لنز 23 میلی متری f/2.0 دوربین X100 هستند.	1	['همانطور', 'دوربین', 'ماونت', 'الکترونیکی', 'بهره', 'می\u200cبرد', 'لنز', 'ثابت', 'نسبت', 'دیافراگم', 'پایین', 'همراه', 'شده_است', 'مکمل', 'خوبی', 'لنز', '23', 'میلی', 'متری', 'f/', '2.0', 'دوربین', 'X', '100']
1283	این لنزها شامل یک لنز واید 18 میلی متر f/2.0،  لنز نرمال 35 میلی متری f/1.4 و لنز 60 میلی متر f/2.4 ماکرو تلفوتو می‌شوند.	0	['لنزها', 'شامل', 'لنز', 'واید', '18', 'میلی', 'متر', 'f/', '2.0', 'لنز', 'نرمال', '35', 'میلی', 'متری', 'f/', '1.4', 'لنز', '60', 'میلی', 'متر', 'f/', '2.4', 'ماکرو', 'تلفوتو', 'می\u200cشوند']
1284	این لنزها با فاکترو 1.6 برابر به ترتیب فواصل کانونی معادل 28،  50 و 90 میلی متر را ارایه می‌دهند.	0	['لنزها', 'فاکترو', '1.6', 'ترتیب', 'فواصل', 'کانونی', 'معادل', '28', '50', '90', 'میلی', 'متر', 'ارایه', 'می\u200cدهند']
1285	آخری توانایی فوکوس در فاصله‌ی بسیار نزدیک را دارد.	0	['آخری', 'توانایی', 'فوکوس', 'فاصله\u200cی']
1286	در ضمن همه‌ی آن‌ها دارای حلقه‌ی فوکوس دستی نیز هستند.	0	['همه\u200cی', 'دارای', 'حلقه\u200cی', 'فوکوس', 'دستی']
1287	چشمی هیبریدی اپتیکال/الکترونیکی دوربین X100 در این جا هم دیده می‌شود.	0	['چشمی', 'هیبریدی', 'اپتیکال/الکترونیکی', 'دوربین', 'X', '100', 'دیده_می\u200cشود']
