	0
290	از دیگر برنامه های موجود بر روی آیپد مینی می‌توان به Newsstand، iBooks، Photo Booth برنامه های همیشگی iOS اشاره کرد که در نسخه 4G آیپد برنامه های Messages Contacts نیز قرار دارند.
291	دیگر امکانات آن خیلی شبیه به دیگر دوربین‌های Bridge پیشرفته می‌باشد.
292	ولی اگر اکنون صاحب یک iPhone لزومی ندارد که به iPhone 4s آپگرید شوید.
293	به صورت پیشفرض هم برنامه‌های نسبتا زیادی بر روی آن نصب شده‌اند که Nokia Maps هم شامل آن‌ها می‌شود.
294	پردازنده‌های Corei5 Corei3 نیز ذاتا دو هسته ای؛ با توان ساختن دو هسته‌ی مجازی دیگر هستند.
295	در ادامه به همه‌ی این سوالات پاسخ خواهیم گفت.
296	مسلما این میزان شارژدهی با مصارف روزانه بسیار کمتر خواهد بود.
297	همچنین حافظه رم این دستگاه نیز 512 مگابایت است.
298	ولی همه چیز بنچ مارک نیست.
299	درگاه microUSB نیز در لبه پایینی گوشی تعبیه شده است.
300	بر اساس اعلام کمپانی اپل، Siri به حدی هوشمند شده که می‌تواند بر اساس محلی که شما در آن قرار دارید، مکان‌های تفریحی نیز به شما پیشنهاد دهد!
301	بدین ترتیب که موقعیت دقیق مکانی عکس هایی که می گیرید به همراه آن ها ثبت می شود.
302	دوستان گرامي نتيجه يکي دو هفته تحقيقاتم در مورد خريد ميني يا ميني پرو به شرح زير مي باشد: 1.
303	از ديجي کالا هم ممنونم.
304	من هم با نظر آقا کوروش موافقم.
305	تفاوتی که شاید تاثیر چشم گیری در کیفیت تصاویر ثبت شده ایجاد نمی کند.
306	در خصوص صحبتهاي دوستانم در مورد اينکه ميگن اين مدل دوربين زود شارژ تموم ميکنه بايد بگم سيستم gps که روي اين دوربين نصب شده باعث ميشه که زود شارژ تموم کنه.
307	سنسور تصویر این دوربین نیز همان BSI-CMOS است.
308	صفحه نمایش اینچی این تبلت از نوع IPS بوده قادر است تصاویری را با دقت 800×1280 پیکسل نمایش دهد.
309	لبه های این گوشی کاملا گرد می‌باشند که با لبه های مستطیلی مدل قبلی کاملا در تناقض است.
310	شارژ این دوربین از طریق باتری لیتیومی 1100 میلی آمپری تامین می شود که در یک بار شارژ کامل می تواند تا 2.5 ساعت برای فیلم برداری شارژدهی کند.
311	قبل‌تر در نقد بررسی برادر بزرگ‌تر این تبلت یعنی Note 10.1 در مورد قابلیت لمس شناور توضیح دادیم، بر طبق این قابلیت، شما برای اینکه به دستگاه بفهمانید که به کدام نقطه اشاره می‌کنید لازم نیست که حتما آن‌را لمس نمایید با مقداری فاصله نیز دستورات را درک می‌نماید.
312	بر روی لبه بالایی گوشی کلید پاور به همراه جک 3.5 میلی متری صدا قرار دارند.
313	در اکثر گوشي هاي HTC که داراي باتري اينترنال هستند، براي قطع اتصال لحظه اي ولتاژ ورودي از پاور، يا اصطلاحا ريست کردن، کافيست دکمه هاي تنظيم صدا دکمه پاور را براي لحظاتي نگه داريد.
314	باتری Acer همراه سری E1-531 یک باتری شش سلولی لیتیوم یونی ارائه می‌دهد.
315	کیبورد مدل های 15.6 اینچی دارای بخش عددی جداگانه می باشند ولی متاسفانه مدل های 14 اینچی از این قسمت بی بهره اند.
316	باتری از اینکه باتری آیفون از چه نوعی چند میلی آمپری است اطلاعات موثقی وجود ندارد.
317	وقتی دوربین را بر روی این مود قرار می‌دهید، دوربین شما به یک دستگاه کاملا خودکار تبدیل می‌شود.
318	از نظر طراحی، این گوشی کاملا شبیه به مدل پیشین خود می‌باشد.
319	آن قدر محکم که نمی‌توانید با یک دست درب آن را باز کنید.
320	ابعاد این گوشی 65×128 میلی متر است که 9.2 میلی متر نیز ضخامت دارد.
321	احتمالا همانی که بر روی مدل پیشین هم قرار داشت.
322	امروز بعد از روز به دستم رسيد ارزشش نسبت به قيمت اولين آخرين موردي هست که شمارو مطمئن ميکنه چيزي که خريديد حتما ارزشش رو داره تنها موارد نااميدکننده که مسلما نبايد با اين قيمت انتظار بيشتري داشته باشيم نداشتن حافظه داخلي (خيلي هاي ديگه هم ندارن) باتري غير شارژي هستش.
323	طراحی ساختطراحی این گوشی کمی متفاوت‌تر از گوشی‌های دیگر خانواده لومیا است به طوری که لبه‌ها کمی انحنا داشته صفحه نمایش آن کاملا تخت است.
324	نرم افزار TF700 به طور پیش فرض از اندروید 4.0 یا ساندویچ بستنی استفاده می‌کند.
325	از جمله قابلیت‌های این دوربین می‌توان به فوکوس خودکار ژئو تگینگ اشاره کرد.
326	بر روی این صفحه نمایش نیز محافظ Corning Gorilla Glass وجود دارد که وظیفه مراقبت از صفحه نمایش در برابر خش را بر عهده دارد.
327	چیزی معادل قرار دادن یک لنز 15 میلی متری بر روی یک دوربین DSLR نوع APS-C یا یک لنز 24 میلی متری بر روی یک دوربین فول فریم.
328	از نظر ژنتیکی این دو دوربین کاملا شبیه به هم هستند فقط چند جهش کوچک در مدل جدیدتر رخ داده است.
329	این وسیله توسط درگاه HDMI به تلویزیون شما متصل شده به شما این امکان را می‌دهد که هر آنچه که بر روی گوشی خود می‌بینید، به صورت بی سیم بر روی تلویزیون نیز مشاهده کنید.
330	سیستم ضبطی که در دوربین‌های JVC به کار رفته‌ است از نوع MPEG-2 TS است نه AVCHD که در مدل‌های ساخت پاناسونیک، سونی کانن می‌بینید.
331	نکته بسیار مهمی که باید در نظر داشت این است که اگر برنامه ای برای چنین دقت بالایی طراحی نشده باشد، ظاهر خیلی خوبی بر روی صفحه نمایش نخواهد داشت.
332	مطمئنا برای یک ورزشکار بهترین راه حمل یک دوربین، در دست گرفتن آن نیست، بلکه GoPro HD را به طرق مختلف می توانید به همراه خود داشته باشید.
333	با فعال کردن این دیکشنری می‌توانید در مرورگری اینترنتی یا قسمت‌های مختلف دیگر، در هر زمان با انتخاب آیکونی که سمت چپ تصویر قرار دارد، لغات انتخاب شده را به زبان مورد نظر ترجمه کنید.
334	درحقیقت Galaxy II جزو نخستین گوشی‌های هوشمند با پردازنده‌ی دو هسته‌ای می‌باشد در ادامه باید منتظر گوشی های بیشتری با چنین پردازنده هایی باشیم.
335	از اینجا به بعد را در مورد قابلیت‌های نرم افزاری گوشی صحبت خواهیم کرد، چرا که کارایی داک آن نیز به قابلیت‌های گوشی وابسته است.
336	يعني بازي هاي خيلي سنگين افت فريم داره که با اور کلاک درست ميشه.
337	پورت‌های mini HDMI mini USB هم بر روی بدنه وجود دارد.
338	دوستان من تازه سفارش دادم اميدوارم گوشي خوبي باشه حتما بعد از اينکه باهاش کار کردم در موردش نظر خواهم داد از ديجي کالا بسيار ممنونم
339	اما حافظه داخلی این گوشی 16 گیگابایت است که با پشتیبانی گوشی از کارت حافظه microSD تا 32 گیگابایت دیگر نیز می‌توان به آن افزود.
340	همچنین حافظه رم این دستگاه نیز 512 مگابایت است.
341	به نظر مياد کيفيت صفحه نمايشش بقيه مزاياي اين تبلت تحت الشعاع قرار ميده به نظر من کيفيت صفحه نمايش خيلي مهمه اين عرض از من که تجربه کار با تبلت هاي گوناگون دارم بپذيريد کيفيت پايين صفحه نمايش در تبلتها غير قابل اغماض است.
342	شکل بعضی دکمه‌ها هم تغییر کرده است تا با نمایشگر چرخنده منطبق شود.
343	حالا ميفهمم چرا اس سامسونگ تو ماه گذشته تو امريکا بيشترين فروش رو داشته
344	منم يه هفته ست اين تبلت رو از ديجي کالا گرفتم.
345	با استفاده از برنامه‌ی Google Sky Map، گوشی را به هر سوی آسمان که نشانه بروید نقشه‌ی زنده‌ی آن به همراه همه‌ی اجرام اطلاعاتشان برای شما به نمایش در خواهد آمد!
346	از دیگر ویژگی‌ها نیز می‌توان به توانایی فوکوس ماکرو از فاصله‌ی سانتی متر، نمایشگر 2.7 اینچی با رزولوشن 230,000 پیکسل گستره‌ی حساسیت سنسور یا ایزو از 100 تا 6400 اشاره کرد.
347	در عين حال به تازگي شاهد ارائه سيستمهاي دربازکن تصويري هوشمند قفلهاي درب منازل در ايران از سوي سامسونگ بوديم که شما ميتونيد با تکنولوژي NFC ارائه شده در گوشيهاي سامسونگ با بالاترين امنيت تمام منزل رو تحت کنترل داشته باشيد.
348	موفق باشيد التماس دعا.
349	از نظر اندازه صفحه نمایش رزولوشن تصویر، Galaxy III One البته Lumia 920 بر آیفون برتری دارند.
350	برای اینکه بتوانید میزان بزرگ‌تر شدن صفحه نمایش آیفون را تصور نمایید، می‌توانیم بگوییم که تقریبا به میزان یک ردیف بیشتر یعنی ردیف اپلیکیشن در آن قرار می‌گیرد.
351	قاب نقره ای رنگ موجود در اطراف بدنه یکی از اصلی‌ترین فاکتورهایی است که این گوشی را شبیه به نوت نموده است.
352	يه عرضي خدمت دوستان داشتم اپل هيچ اطلاعاتي راجع به cpu اين گوشي نگفته است
353	اين همه منتظر شديم اپل اينو معرفي کنه؟
354	عکس‌ها فیلم های گرفته شده بر روی کارت‌های حافظه‌ی microSD, microSDHC, microSDXC ذخیره می‌گردند.
355	پیچ تنظیم SX230 HS خیلی شبیه به پیچ تنظیم دوربین‌های DSLR سطح مبتدی می‌باشد چرا که شوتینگ مودهای دستی با شوتینگ مودهای اتوماتیک در یک جا قرار گرفته‌اند.
356	پس از آن‌ها نیز مودهایی چون مود عکاسی پرتره برای عکاسی از چهره، مود عکاسی منظره یا Landscape یک مود جدید Effect، مودهای Kids Pets به معنی کودک حیوان خانگی در آخر نیز مود ضبط ویدیویی دیده می‌شود.
357	تنها ايرادش (البته اگر بشه گفت ايراد!
358	هر گاه که نمایشگر را باز می‌کنید دوربین روشن وقتی آن را می‌بندید خاموش می‌گردد.
359	قبل از اين با مدل 210 کار ميکردم.
360	وقتی دوربین را بر روی مود عکاسی SR Auto قرار می‌دهید تبدیل به یک دوربین کاملا خودکار می‌شود.
361	بيشتر گوشي هاي سوني اريکسون همه چيز دارن به جز صدا اين که ديگه پرسيدن نداره //.
362	اما آنچه که با قطعیت میتوان اشاره کرد این است که رقابت در این سطح بسیار نزدیک شده است دیگر فاصله های تکنولوژیکی به اندازه سالهای پیش تعیین کننده نیستند.
363	طراحی ساختابتدا از خود گوشی PadFone شروع می‌کنیم.
364	از لحاظ طراحی، تفاوت محسوسی بین این مدل مدل سال گذشته یعنی GALAXY Tab 7.0 Plus مشاهده نمی شود.
365	بنابراین به صورت کلی سعی می‌کنیم به تغییرات اصلی آن اشاره نماییم.
366	همچنین دکمه مخصوص کم زیاد کردن صدا در لبه سمت راست پورت micro USB در لبه سمت چپ قرار دارد.
367	در ضمن، لومیا 620 دارای گیگابایت حافظه داخلی است که با توجه به پشتیبانی این گوشی از کارت حافظه جانبی، تا 32 گیگابایت دیگر نیز می‌توان به آن اضافه نمود.
368	اما این کار فقط تا 1.5 ثانیه 15 عکس می‌تواند صورت گیرد.
369	مي تونم بگم از تمام قابليت هاي گوشي استفاده کردم.
370	این گوشی 135 گرم وزن دارد تقریبا هم وزن گوشی‌های HTC One Samsung Galaxy III می‌باشد.
371	زاویه دید افقی رضایت بخش بوده ولی زاویه دید عمودی بسیار محدود است به طوری که اگر کمی از بالا یا پایین به صفحه نمایش لپ‌تاپ نگاه کنید، تغییر قابل توجهی در کیفیت رنگ‌های تولید شده، مشاهده خواهید کرد.
372	این پردازنده با گیگابایت حافظه‌ی RAM پردازشگر گرافیکی مجزا همراه شده.
373	بررسی اجمالی بر روی این دوربین داشتیم ولی سعی می‌کنیم که به هنگام به بازار آمدن این دوربین نقدی عمیق تر هم بر روی آن ارایه دهیم.
374	در قلب این تبلت پردازنده دو هسته ای TI OMAP 4430 با فرکانس یک گیگاهرتز به همراه یک گیگابایت حافظه RAM قرار دارد.
375	سخت افزار متاسفانه کمپانی نوکیا در مورد قطعات داخلی این گوشی اطلاعات چندانی را منتشر ننموده است، اما به هر حال برای یک گوشی دارای سیستم عامل S40 سخت افزار قوی اهمیتی ندارد.
376	این یعنی اینکه در حالت زوم محور می توانید سه ماه کامل را جای دهید.
377	در لبه سمت راست آن دکمه پاور همچنین کلیدهای کنترل صدا قرار دارند در لبه پایینی آن نیز پورت Micro USB خروجی هدفون 3.5 میلی متری تعبیه شده‌اند.
378	در نگاه کلی هم که به مشخصات فنی این گوشی‌ها نگاه کنیم، از خیلی نظرها برتری با کمپانی‌های سامسونگ HTC است.
379	دوربين مگاپيکسل بي ادعا هست که مثل وان ايکس اس هست تقريبا
380	بنابراین تفاوتی نمی‌کند که شما چه بگویید این بیشتر شبیه به یک مکالمه‌ی واقعی می‌باشد.
381	چرا که این مدل شباهت بسیاری با گوشی‌های خانواده لومیای نوکیا دارد که البته در بین گوشی‌های HTC طرحی متفاوت با مدل‌های قبلی محسوب می‌گردد.
382	XR160 به دلیل هارد دیسک داخلی که دارد بزرگتر سنگین تر از CX130 CX160 است.
383	من چند ماهي ميشه اين گوشي رو خريدم.
384	در جواب دوستاني که ميگن باتري اين گوشي ضعيفه بگم که باتري اين گوشي 2020 ليتيوم پليمري هستش.
385	اثر هر کدام را همان جا می‌توانید به صورت زنده مشاهده کنید تا دیگر نیازی به گرفتن عکس برای تست هرکدام نباشد.
386	بارزترین ویژگی آن نیز همان EPrnt می باشد.
387	برای گفتن جزئیات تمامی تغییرات عملکرد های iOS نیاز به نوشتن یک نقد بررسی جداگانه می‌باشد.
388	از جمله این امکانات، قابلیت عکاسی HDR Panorama می‌باشد.
389	به طور مثال شما می‌توانید هنگام تماشای ویدئو، برنامه دفترچه یادداشت را به صورت کوچک شده بر روی صفحه خود قرار داده نوت برداری کنید.
390	ولي به هر حال تجربه فيلم برداري باهاش رو ندارم کسايي که دارن شايد نظر من رو تاييد نکنن.
391	طراحی ساخت انتظار می‌رفت در طراحی ساخت این تبلت، سامسونگ سنگ تمام بگذارد یک تبلت با کیفیت ساخت متمایز از دیگر تبلت های سامسونگ را ارائه دهد.
392	گزینه Index از میزان عمر باتری مقدار فضای هارد 60 گیگابایتی دوربین خبر می‌دهد.
393	احتمالا این مود عکاسی است که بیشتر علاقه دارید دوربین را بر روی آن بگذارید عکاسی کنید.
394	همان‌طور که گفتیم گوشی Xperia Mini از سیستم عامل Android 2.3 معروف به Gingerbread بهره می‌برد.
395	بعلاوه‌ی اینکه این سنسور با پردازشگر تصویر Expeed C2 همراه شده است که انتظار می‌رود بر کیفیت عکس‌ها بیفزاید.
396	بدین معنی که در کمتر از یک ثانیه بافر دوربین پر می‌شود.
397	سلام اين گوشي مشکل بک منو داره که اگه ميخوايد مشکلتون حل بشه بايد اون رو به اندرويد4 آپ کنيد.
398	در قسمت جلویی این دستگاه، صفحه نمایش 10.1 اینچی PLS TFT با دقت 1280x800 وجود داشته که تراکم پیکسلی 149ppi را ارائه می‌دهد.
399	البته تو اين شرايط.
400	چند ايراد مثل نداشتن درگاه کارت حافظه محکم نبودن صفحه پشت گوشي ايراد هاي بزرگي براي اين ابر گوشي نيست.
401	در پخش فیلم DVD، نیز این مقدار ساعت 51 دقیقه بود.
402	پیش از این در نقد بررسی‌های پیشین، سال 2012 را سال دوربین‌های کامپکت سوپرزوم نامیده بودیم.
403	این دو را نیز مقایسه کنید با 5D Mark III 950 گرمی.
404	این در حالیست که امروزه معمولا دوربین های فیلم برداری گران قیمت تر دارای چشمی هستند.
405	بايد منتظر موند تا شرکت هاي ديگه هم گوشي هاي جديدشون رو ارائه کنن بعد يه تصميم درست گرفت
406	دوربين مگا پيکسل باتري ضعيف GPU پايين البته نسبت به قيمتي که پرداخت کردين.
407	"در جواب سوالی که اول نقد بررسی مطرح کردیم:"" آیا این گوشی می‌تواند جانشین شایسته‌ای برای گوشی Galaxy II باشد؟"
408	سیستم عامل این مدل، نسخه 2.3 از سیستم عامل اندروید می‌باشد که همراه با رابط کاربری ال‌جی با نام S-Class بر روی گوشی قرار گرفته است.
409	در صورت لزوم شما می توانید آن را نیز سفارش دهید.
410	اما بر خلاف بسیاری از گوشی‌ها، کلید پاور کلید کنترل صدای این گوشی در کنار یکدیگر نیستند یکی بر روی لبه سمت چپ دیگری بر روی لبه سمت راست گوشی تعبیه شده است.
411	تصور کنید که همه کتاب‌ها جزوات درسیتان را یکجا در قالب یک دستگاه بتوانید جمع آوری کنید، همیشه در هر جا همراه داشته باشید هر زمان که وقت حوصله دارید به آنها رسیدگی کنید.
412	یک دوربین ورزشی اصولا باید از چه ویژگی هایی بهره ببرد که آن را از دیگر دوربین های فیلم برداری متمایز کند؟
413	دوستان اپديت نکنيد
414	در قسمت زیرین صفحه نمایش، سه کلید خازنی کنترلی اندروید با کارایی‌های متفاوت بازگشت، خانه آخرین برنامه‌های اجرا شده قرار گرفته‌اند.
415	یک باتری قابل شارژ لیتیوم-یونی 1650mAh نیز به همراه آن موجود می باشد.
416	من با اين دستگاه تو نمايشگاه کار کردم.
417	این فن‌آوری باعث می‌شود که در هنگام نیاز، گرافیک لپ‌تاپ به صورت خودکار بین کارت گرافیکی مستقل نوع On Board سویچ شود تا در مصرف انرژی باتری نیز صرفه‌ جویی شود.
418	سیستم عامل سیستم عامل تبلت GSP-X7 اندروید است.
419	من بين اين گوشي هاي سوني هم قيمت اين شک داشتم که اينو گرفتم.
420	تنها عيبي که ميشه از f600 گرفت که در هنگام فيلمبرداري تصوير کمي تار ميشه.
421	خلاصه گوگل داره به شما ميگه ميخواي ساپورت 4-5 ساله من بسازي؛ميخواي خالص ترين تجربه آندرويد رو داشته باشي؛ پس بايد با يه سري کم کاستي ها بسازي اون هم فقط حافظه 12 گيگه!
422	سرعت چاپ در حالت سیاه سفید در حدود 8.7 صفحه در دقیقه برای حالت رنگی صفحه در دقیقه می‌باشد.
423	همچنین برای مکالمات تصویری، یک دوربین VGA در جلوی این گوشی قرار داده شده است که دوربین دوم این گوشی محسوب می‌گردد.
424	لازم به ذکر است که برای خارج کردن شیار میکرو سیم کارت باید از یک پین یا سوزن استفاده کنید.
425	موفق باشيد
426	با سلام اگه واقعا کيفيت پايين صفحه نمايش جنس بدنه پلاستيکي اين تبلت از نظر شما عيب محسوب نميشه مشکلي نيست بخريدش فقط قبلش کمي جستجو کنيد شايد با اين قيمت يا کمي بالاتر بتونيد يه تبلت بهتر بگيريد از نظر من تبلت Sony experia که به زودي وارد بازار ايران ميشه يکي از بي نقص ترين هاست شايد بهتر باشه.
427	يعني تقريبا هفده هجده ماهه که اين گوشي رو دارم!
428	در این آزمایش دوربین بالون تا ارتفاع 100 هزار پایی اوج گرفتند در دمای 60 درجه زیر صفر سرعتی معادل 150 مایل بر ساعت نیز دوربین همچنان به کار خود ادامه داد.
429	اچ تي سي هرگز گوشي بد نميزنه ولي با اين حال بازم به پاي XPERIA نميرسه سوني توي اکسپريا زد دوربين 13 گذاشته ولي اين دوربينش باتري اکسپريا زد 2330 ولي اين 2020 ولي در باقي امکانات سخت افزاري اين گوشي همانند اکسپريا زد هستش
430	در قسمت پشت دوربین یک چشمی الکترونیکی نمایشگر 2.7 اینچی دیده می‌شوند.
431	در حقیقت بسته بندی این گوشی هم خیلی صرفه جویانه بوده است.
432	NX1000 این پیچ تنظیم را داشت.
433	در سمت چپ گوشی کلیدهای کم زیاد کردن صدا در سمت راست آن کلید پاور قرار دارد.
434	اميدوارم تو اين گوشي نقص هاي one رو رفع کرده باشه.
435	از نظر باریکی؛ این گوشی را می‌توان با Sony Ericsson Xperia Arc مقایسه کرد.
436	وجود بخش عددی مجزا به مدل سایز صفحه نمایش لپ‌تاپ بستگی دارد.
437	اما تمام مدل های 14 15.6 اینچی Sleekbook، از باتری های کوچک چهار سلولی لیتیوم-یونی استفاده می کنند.
438	از برنامه های کاربردی، فیلم ها، Skype، گشت گذار در اینترنت بسیاری قابلیت های دیگر لذت ببریددنیای جدید سرگرمی های خانگی شخصی را با Smart Hub بروزآوری شده سامسونگ سه سرویس جدید کشف کنید.
439	يه مثال ميزنم شايد متوجه بشيد، خيلي ها هستن که هم گوشي هاي مدل بالا دارن هم MP3 Player اما ترجيح ميدن موزيک هاشون رو با MP3 Player گوش کنن چون واسه اين کاره، چون باهاش راحت ترن، چون.
440	نقاط ضعف: 1.
441	Infinity در دو مدل 32 64 گیگابایتی عرضه شده است امکان ارتقا حافظه آن از طریق درگاه کارت حافظه microSD تا 32 گیگابایت دیگر نیز وجود دارد.
442	"برای مثال در برنامه‌ی Navigation آندروید شما اگر بخواهید به مکانی بروید باید دستور بدهید: Directions To X"" این در حالی است که در Siri می‌توانید بگویید: Get Me Directions To X"" یا حتی بگویید ""Tell Me How To Get To X""."
443	عکس‌ها فیلم‌ها می‌توانند بر روی کارت‌های حافظه‌ی SD/SDHC/SDXC/Memory Stick Duo,Pro Duo,Pro HG Duo ذخیره شوند.
444	به تجربه عرض مي کنم.
445	چونکه کلي کتاب رو ميشه توش جا داد.
446	همانند دیگر دوربین‌های هم رده، Ixus 240 HS هم دوربینی نشانه عکس می‌باشد که اصولا در حالت اتوماتیک کار می‌کند.
447	این در حالی است که می‌توانید کانفیگ‌هایی با حافظه‌ی RAM تا گیگابایت را نیز انتخاب نمایید.
448	جالب است که One با امتیاز کمتر از نصف آیفون5 در رده چهارم Galaxy III در رده پنجم ایستاند.
449	این دوربین از یک لنز با زوم فوکوس ثابت بهره می برد که نسبت گشودگی دیافراگم آن 2.8 است.
450	سلام برهمگي ..
451	انتظار می‌رفت که سونی همانند سامسونگ ال‌جی، از باتری قدرتمندتری بر روی بهترین گوشی خود استفاده کند ولی در کل با وجود این، Xperia TX می‌تواند با مصارف روزمره به طور متوسط بین یک تا دو روز شارژدهی کند.
452	پس به جاي اينکه براي با اين دستگاه مانور بدين بهتره يک xperia play يا هر xperia ديگه اي بخرين.
453	اما تفاوت اصلی این گوشی با مدل Xperia در اندازه آن‌هاست که به علت تفاوت سایز صفحه نمایش، بوجود آمده است.
454	Xbox 360 Slim با ظرفیت های مختلفی به بازار عرضه شده است.
455	از رقبای اصلی این دوربین می‌توان به Canon Powershot D10، Casio EX-G1، Fujifilm Finepix XP10، Olympus Mju Tough 6010، Olympus Mju Tough 8000، Pentax Optio W90 Sony Cybershot DSC-TX5 اشاره کرد.
456	با سلام من اين مدل رو تهيه کردم ويندوز روش نصب کردم.
457	چيزي که تازگي ها متوجه شدم درباره اين نوع گوشي ها اينه که بايد براي نصب بازي ها برنامه ها زبانشو بگذاريد روي اينگليسيواينطوري 99% بازي ها روش نصب ميشوند.
458	پیش از این به هنگام نقد بررسی دوربین HX100v به این نکته اشاره کرده بودیم، که تقریبا پیشرفته‌ترین دوربین کامپکت سوپرزومی است که تا آن زمان دیده بودیم.
459	چیزی که پیش‌تر در مورد گوشی‌های دارای ویندوز فون مشاهده نموده بودیم.
460	بهترين گوشي از هر نظر فکر کنم تا سال ديگه هم همه برنامه ها بازي هارو راحت اجرا کنه!
461	منم اين هارد رو خريدم.
462	چون همراه اين آپديت يک سري برنامه ها تحت عنوان پريميوم براش مياد که قلمش رو بسيار کاربردي تر مي کنه.
463	اين موضوع رو کسي نميدونه.
464	در ضمن سيستم عامل ويندوز فون خيلي جالب تره
465	این لنز جدید کانن که حدود 250 دلار قیمت دارد، تحولی کامل نسبت به 18-55 های قبلی می باشد.
466	همان طور که میدانید پرینترها، اسکنرها دستگاه های فکس کپی جزو دستگاه‌هایی هستند که امروزه به عنوان یکی از وسایل خروجی یا ورودی اطلاعات کامپیوتر مورد استفاده قرار می‌گیرد.
467	این نوت‌بوک از نمایشگر 14.1 اینچی LED با رزولوشن 768 1366 پیکسل نسبت تصویر 16:9 بهره می‌برد.
468	عکس‌های گرفته شده نیز بر روی کارت حافظه‌ی SD/SDHC/SDXC ذخیره می‌شوند.
469	تقریبا کنترل کاملا دوربین از طریق همین نمایشگر لمسی صورت می‌پذیرد.
470	اسپیکرهای این نوت‌بوک بزرگتر از اسپیکرهای معمولی موجود بر روی نوت‌بوک‌ها هستند در زیر نمایشگر قرار گرفته‌اند.
471	چون واقعاً از لحاظه ارگونومي دچار مشکل ميشن.
472	من 13 تا گوشي تو اين سال اخير داشتم.
473	چرا طرحشو تغيير نميده؟
474	صفحه نمایش بلندگوهاG585 دارای یک صفحه نمایش 15.6 اینچی است که دارای نور پس زمینه LED بوده دقت 1366×768 را ارائه می‌دهد.
475	انرژی این دوربین از همان باتری LP-E8 تامین می شود که بر روی 600D هم استفاده شده بود.
476	این دوربین هم با کیت لنز 20-50 میلی متری عرضه می شود.
477	در شرایط نوری خوب، ویدیوها کاملا طبیعی به نظر می‌رسند هیچ گونه غلظت اضافی رنگ وجود ندارد.
478	یعنی قابلیت نمایش زنده اثر Creative Filter ها در Live View.
479	مدت زمان اسکن یکی از پارامترهای مهم در اسکنرها می باشد.
480	تغییر اصلی ایجاد شده در صفحه‌ی قفل گوشی (Lockscreen) می‌باشد.
481	صفحه نمایشصفحه نمایش بکار رفته در این گوشی یک LCD در اندازه 2.4 اینچ با رزولوشن 240×320 می‌باشد که قابلیت نمایش 65 هزار رنگ را داراست.
482	این صفحه‌ی نمایش 10.1 اینچی، از نوع IPS LCD می‌باشد که رزولوشن آن نیز 800×1280 پیکسل است.
483	البته این مقدار در حالت گسترده از 50 تا 102400 می باشد.
484	از نظر بنچ مارک‌ها نیز باید گفت که عملکرد این گوشی همان طور که انتظار داشتیم خیلی شبیه به Tipo است.
485	قديمى شده
486	اشاره کرد.
487	دو هفته اي ميشه که خريدمش.
488	در حقیقت این کار مشابه قابلیت AirPlay موجود بر روی تبلت iPad است.
489	مثل این است که یک لنز 18 میلی متر را بر روی یک دوربین DSLR غیر فول فریم گذاشته باشید.
490	من هفته پيش خريدم.
491	Sony اولین تبلت هانی-کامبی کمپانی سونی است که در دو مدل 16 32 گیگابایتی وارد بازار شده است.
492	در نهایت باید بگوییم که PadFone یک محصول بی نظیر یک ترکیب عالی از سخت افزار نرم افزار است ایسوس بار دیگر ثابت کرد که یکی از بهترین تولیدکنندگان قطعات دیجیتالی در جهان می‌باشد.
493	وقتی شما دو انگشت خود را به صورت همزمان بر روی نمایشگر می‌گذارید منوی تنظیمات، حساسیت دیگر ویژگی های آن ظاهر می‌شود.
494	این لنزها با لوگوی STM (Stepper Motor) مشخص شده اند.
495	در بالای این صفحه نمایش دوربین دوم برای انجام مکالمات تصویری قرار دارد.
496	موفق باشيد.
497	یک راه دیگر استفاده از بند مخصوصی است که می توان دوربین را با آن به کلاه های ورزشی مخصوصی که معمولا دارای حفره های خالی تهویه هستند، مثل کلاه دوچرخه سواری متصل کرد.
498	GOPRO به غیر از مدل ذکر شده، یک مدل اقتصادی تر را نیز عرضه کرده است که تمام ویژگی ها قابلیت های ذکر شده را دارد تنها تفاوت آن با سه مدل ذکر شده در فیلمبرداری با رزولوشن 960P به جای 1080P است.
499	تشکر ديجي کالا
500	موفق باشين
501	در صفحه اصلی، آیکون دفتر تلفن، تماس‌ها، نوت بوک، پیام‌ها برنامه‌ها قرار دارند.
502	سالی که در آن به وفور شاهد دوربین هایی با توانایی زوم بالا ولی با بدنه هایی کم بیش شبیه به دوربین‌های کامپکت معمولی بوده ایم.
503	يکي از اقوام من اين رو داره!
504	به همین دلیل تجربه اینترنتی این تبلت با یک کامپیوتر رو-میزی برابر است.
505	خیلی شبیه به مود اتوماتیکی که بر روی دوربین‌های کامپکت وجود دارد.
506	البته از آن دوربین کاملا کوچکتر است ولی به هر صورت این دوربین دارای قوس ها دستگیره نسبتا بارزی می باشد که آن را شبیه به آن مدل می کند.
507	اما در این میان، دوربین‌های کامپکتی نیز وجود دارند که با هدف سالم ماندن عکاسی کردن در شرایط سخت ساخته شده‌اند.
508	سنسور Ambient Light برای تنظیم خودکار نور صفحه نمایش، سنسور شتاب سنج، سنسور ژیروسکوپ نهایتا سنسور قطب نما.
509	در ضمن، برنامه نقشه‌ها مکان یابی نوکیا یعنی Here نیز همراه با Nokia Drive بر روی این گوشی قرار داده شده است.
510	سوني لايو رو من از خرداد تا الان دارم.
