	0
1430	در کل مرسي ديجي کالا
1431	وجود قلم در کنار این تبلت به شما این امکان را می‌دهد که استفاده از قلم و کاغذ را کنار گذاشته و تمامی نیاز های خود به نوت برداری را،  با همین تبلت بر طرف سازید.
1432	چرا که کمي فشار در بعضي مواقع نياز هست تا پاسخگويي بهتر از طرف صفحه نمايش دريافت بشه.
1433	• ورودی‌ها و خروجی‌ها خوشبختانه از نظر پورت‌ها و اتصالات،  شاهد یک پورت بسیار دوست داشتنی بر روی سری X هستیم و آن پورت USB 3.0 است.
1434	مقايسه اين گوشي با neo v هم يک کار کاملا اشتباهه چون اين 2تا گوشي از يک برنده پس مسلما طوري طراحي نميشن که يکي از ديگري سرتر باشه ولي اختلاف قيمتي کمي داشته باشن.
1435	تعامل هوشمندانه با کنترل صدا و حرکت فن‌آوری جدید و پیشرفته تعامل هوشمند به شما اجازه می‌دهد تا بدون نیاز به فشار دادن دکمه با تلویزیون خود کار کنید.
1436	اگر بخواهیم رقیبی برای این دستگاه معرفی کنیم،  تنها می‌توان به لپ‌تاپ‌های فوق باریک و زیبای سامسونگ سری 9 اشاره کرد که در کیفیت ساخت نیز با Retina MacBook Pro برابری می‌کنند.
1437	بنابراین پیشنهاد می‌کنیم که کسانی که به دنبال حداکثر شارژ دهی هستند،  حتما از داک کیبورد دستگاه استفاده کنند.
1438	همانند دوربین های DSLR،  سنسور این دوربین فیلم برداری نیز از امکانات ضد گرد و غبار بهره می‌برد.
1439	نه تنها دوربین این تبلت از فوکوس ثابت استفاده می‌کند،  بلکه به فلاش نیز مجهز نیست به همین دلیل کیفیت عکس‌های گرفته شده به خصوص در فضاهای کم نور،  پایین‌تر از حد متوسط بوده و نویز زیادی هم دارند.
1440	"با سلام آدم ميره يه optimus 4x hd ميخره چون امکاناتش با اين گوشي برابره تازه صفحه نمايشش هم خيلي بهتره  و خيلي هم خوش‌دست‌تر 
"
1441	بدین ترتیب با این دوربین فقط می‌توانید در فرمت JPEG عکاسی نمایید.
1442	من دو ماهي هست خريدمش بسيار لپ تاپ خوبيه و نه داغ ميکنه و نه هيچ مشکلي داره و گرافيک و سي پي يوشم بسيار جديد و قدرتمند هست و در نوع خودش خيلي زيبا و کارآمد هست تا وقتي باهاش کار نکني نميدوني چقدر خوش ساخت و با کيفيت و قدرتمند هست
1443	یکی اینکه گوشی را به سرعت از داخل داک در آورده به تلفن جواب دهید و یا اینکه به وسیله‌ی بلندگوی تبلت و میکروفون آن به تماس پاسخ دهید.
1444	من خودم با تمام برند ها اعم از Htc, Sony,sumsung کار کردم.
1445	نور صفحه هم خيلي خوب نيست زير آفتاب 
1446	خوب بله واضحه ميليون ها دلاري که اپل بابت تبليغ اين گوشي خرج کرده بايد از يه جايي در بياد در کل به نسبت قيمت کارايي در حد انتظار نداره (در مقايسه با گوشي هاي هم رده)
1447	مود پانوراما برای عکاسی پانوراما و مود 3D برای عکاسی سه بعدی هم وجود دارد.
1448	P7700 تقریبا همان ابعاد و وزن P7100 را حفظ کرده است و کاملا از G1x سبک تر می باشد.
1449	علت اصلي اين مساله به خاطر سيستم عامل iOS است.
1450	اميدوارم که به شما در انتخاب بهترين کمک کرده باشم با تشکر از توجه شما پيمان
1451	در کل  بي شک  one x plus ميتونه يه گوشيه جالب و جذابي براي کاربرا باشه.
1452	گرچه مهم هستن،  اما قضاوت نبايد صرفا بر اساس اونا باشه..
1453	وسيله اي کوچک خوب و کارآمد که چون شرکت سازنده اپل هست بايد دوام و کيفيت بالايي داشته باشه.
1454	در هفته اول به دليل قرار گرفتن گوشي موبايلم روي اين تبلت متوجه خش هاي ريز روي آن شدم.
1455	در گوشه سمت چپ بالای صفحه نمایش یک آیکون گوگل مشاهده می‌نمایید که در واقع یک میانبر برای دسترسی سریع به سایت گوگل می‌باشد.
1456	به جز این قابلیت‌ها،  سامسونگ تغییر خاص دیگری در رابط کاربری تاچ ویز نداده است و نسبت به نسخه‌های گذشته تغییر خاص دیگری نداشته است.
1457	این قابلیت که عملکردی بسیار قابل ستایش دارد بدین صورت است که می‌توانید صفحه نمایش را به 2 تکه تقسیم نمایید و از هر تکه جهت اجرای یک برنامه استفاده کنید.
1458	برخلاف مدل پیشین،  PadFone 2 از کلیدهای نرم افزاری برای کنترل قسمت‌های مختلف سیستم عامل استفاده نکرده و در پایین صفحه نمایش،  سه کلید سخت افزاری لمسی خازنی وجود دارند.
1459	عکس‌ها با صدای مونو ضبط می‌شوند و در فرمت های MPEG4 و H.
1460	به هر صورت ویدیوها و عکس های گرفته شده با این دوربین کیفیت بسیار بالایی دارند و صدا هم با کیفیتی بسیار خوب،  به صورت استریو و بهتر از مدل های پیشین ضبط می شود.
1461	برای باز کردن قفل صفحه نمایش،  کافیست انگشت خود را بر روی صفحه نمایش به سمت راست بکشید.
1462	سلام.
1463	همچنین کمینه‌ی سرعت شاتر آن نیز تا 30 ثانیه می‌باشد که دلیلی بر توانایی‌های این دوربین برای عکاسی در شب است.
1464	من روي همين xperia ray که بعضي از دوستان گفتن موقع بازي گير ميکنه و رمش پايينه بازي هاي:modern combat NFS MostWanted2012 و بسياري از بازي هاي ديگه رو بدون لگ اجرا کردم.
1465	17- هندزفري اش،  توي سري هاي اوليه ميگن بلوتوثي بوده،  اما ايني که من گرفتم،  سيمي بود و تقريبا شبيه هندزفري اس 3 و نوت 2 و اينا،  با اين فرق که روش نوشته الجي و تا حدودي پرزرق و برق‌تره.
1466	حتی سنگین‌ترین بازی‌های HD نظیر Infinity Blade نیز کاملا روان و بی نقص اجرا شدند.
1467	یکی از بهترین تغییراتی که سونی روی این تبلت انجام داده است،  موزیک پلیر آن است که یکی از زیباترین موزیک پلیرهایی است که تا به امروز مشاهده کرده ایم.
1468	امکان باز کردن چندین تب و پشتیبانی از فناوری‌های Flash و HTML5 و قابلیت استفاده از حرکات مالتی تاچ،  مرور وب را بر روی صفحه 4 اینچی این دستگاه به تجربه ای لذت بخش بدل خواهد کرد.
1469	اين دومين ايراد مهمي بود که برطرف شد.
1470	وظیفه پردازش گرافیکی نیز بر عهده کارت گرافیک مستقل NVIDIA GeForce GT 650M است.
1471	این لپ‌تاپ‌ها در سال 2010 به نسل اول پردازنده های Intel Core و همچنین بدنه ای آلومینیومی به روز شدند و این بار در سال 2012 نسل سوم این لپ‌تاپ‌ها وارد بازار شده است که نه تنها به طراحی آلومینیومی جدیدی دارند،  بلکه از پردازنده های به روزتر و سریع‌تری نیز بهره می‌برند.
1472	پيشنهاد من به شما اينه که حتماً همين مدل را خريداري کنيد که علاوه بر قيمت پايين کيفيت و دوام خيلي خوبي داره.
1473	مطمئن باشيد از خريد اين ipod پشيمون نميشيد
1474	بنظر من اين تبلت کاملاً مهندسي شده و معقول هست .
1475	ولي اپل سعي کرده امکانات فعلي رو بهتر کنه بجاي اينکه امکانات جديد بهش اضافه کنه.
1476	تماشای فیلم از طریق USB با قابلیت ConnectShare Movie کافی است که حافظه خارجی خود را به تلویزیون وصل کرده و فوراً از فیلم ها، عکس ها یا آهنگ های دلخواه خود لذت ببرید.
1477	) خریداران خود را در اکثر زمینه‌ها راضی نگاه خواهد داشت.
1478	باتری این گوشی انرژی لازم خود را از یک باتری 1800 میلی آمپری تامین می‌نماید.
1479	بنابراین اگر به دنبال پرینتری با این ویژگی‌ها هستید،  M1132 گزینه‌ی مناسبی است.
1480	به هر حال اپل مجبور است بهای تصمیم سرسختانه ای که در مقابل گوگل گرفته را بپردازد.
1481	در سمت چپ Infinity،  پورت 3.5 میلی‌متری هدفون،  شیار microSD و خروجی microHDMI و در انتهای این لبه،  کلید پاور قرار دارد.
1482	عملکرد فوق‌العاده‌ی پردازنده،  این گوشی را در بین برترین‌ها قرار داد،  اما پردازشگر گرافیکی این دستگاه،  عملکردی خوب و البته  نه چندان فوق‌العاده دارد.
1483	"من الان يک ساله دارم ازش استفاده ميکنم
تا حالا هم مشکلي پيش نيومده خيلي ازش راضيم"
1484	من بزرگ بيشتر دوست دارم ولي نميتونم بزرگي رو فداي کيفيت و سرعت کنم.
1485	لانچر که عوض ميشه مشکلي نداره!
1486	اگر مکالمه با تبلت 8 اینچی برای شما یک مزیت محسوب می‌گردد،  و یا اگر به دنبال تبلتی برای انجام کارهای گرافیکی می‌گردید،  Samsung Galaxy Note 8 یک انتخاب بسیار خوب برای شماست که مسلما از خرید آن پشیمان نخواهید شد.
1487	منم اين هارد رو دوشنبه سفارش دادم و چهارشنبه رسيد دستم .
1488	بزرگترين اتفاق آيفون 5 نسخه ي جديد ios بود.
1489	با این دو دکمه و نمایشگر LCD کوچکی که جلوی دوربین قرار دارد می توانید میان آپشن های مختلف و منوی دوربین حرکت کنید.
1490	وقتی شما دو انگشت خود را به صورت همزمان بر روی نمایشگر می‌گذارید منوی تنظیمات، حساسیت و دیگر ویژگی های آن ظاهر می‌شود.
1491	شاید همگان انتظار داشتند همان گونه که در نسل چهارم نسبت به نسل سوم گوشی‌های اپل،  طراحی آن دست‌خوش تغییرات عمده ای گشت،  در مورد نسل جدید نیز این اتفاق بی افتد که این‌گونه نشد.
1492	اين گوشي در کنسول XBOX 360 به کانکتوري که در زير دسته‌ي بازي قرار دارد،  وصل مي‌شود و اين مساله امکان استفاده‌ي سريع از اين وسيله را فراهم مي‌کند.
1493	در قلب این گوشی پردازنده تک هسته‌ای یک گیگا هرتزی Scorpion به همراه 512 مگابایت حافظه RAM قرار دارند که محیط کاربری بسیار روانی را به وجود می‌آورد.
1494	از نظر کیفیت عکس‌های گرفته شده باید گفت که،  عکس‌هایی که با FT3 گرفتیم کاملا شارپ هستند و در بیشتر مناطق جزئیات خیلی خوب نمایش داده می‌شود.
1495	از نظر کيفيت تصوير، صدا، سخت افزار و سرعت پردازش اطلاعات عملکرد بسيار عالي دارد.
1496	همه چيش خوبه.
1497	صداش هم يک مقدار ضعيف هست .
1498	سيستم عامل:سيستم عامل iPhone OS يا همون i OS  بي نظيره در حد ديگر رقبا بي نظيره حالا که ورژن 6 اين سيستم عامل در اين گجت وجود دارد ميتوان گفت واقعا ارزشمند است و رقيب ندارد!
1499	در ضمن از لحاظ لمس هم بسيار عالي عمل ميکنه و اصلا قابل مقايسه با C7 دوستم نيست.
1500	توجه کرد .
1501	این کیفیت برای استفاده هایی که p1102 بدان منظور ساخته شده کاملا کافی می‌باشد.
1502	در ضمن در صورت برخورد دوربین با مکان های مختلف؛ که اصلا هم بعید نیست سالم می ماند.
1503	این دوربین از کارت های حافظه ی Memory Stick Pro Duo, Pro-HG Duo،  SD/SDHC و SDXC پشتیبانی می‌کند.
1504	این در حالیست که این لنز فواصل کانونی 25-125 میلی متر را هم پوشش می‌دهد که مقداری وایدتر است و در یک کادر و یک عکس می‌توانید تصویر یک چشم انداز گسترده‌ی طبیعی را ثبت کنید.
1505	نظر کلي : از اينکه وايلد فاير رو با ري عوض کردم راضي هستم هرچند که به وايلد فاير عادت کرده بودم.
1506	در خريدش نبايد شک کرد !
1507	از نظر قيافه واقعا شاهکاره .
1508	"مموري نميخورد
پشت گوشي باز نميشود و باطري قابل تعويض نيست
سايز صفحه نسبت به گوشي هاي اندرويدي کوچکتر است
نرم افزارهاي اندرويد بيشتر و رايگان است اما اپل."
1509	این طراحی دو ایراد را برای دوربین به وجود می‌آورد.
1510	من SII  داشتم و با ضرر زياد ردش کردم رفت.
1511	رابط کاربری این گوشی نیز همان رابط کاربری مخصوص سامسونگ یعنی Nature UX است.
1512	همچنین فیلم برداری آن نیز Full HD و با سرعت 30 فریم بر ثانیه صورت می‌پذیرد.
1513	اين گوشي خيلي فوق العاده است من منتظرم تا مدله one x plus  بياد تا اونو بخرم 
1514	"سلام دوستان خسته نباشين
من اومدم اينجا تا خيالتون رو در مورد اين گوشي راحت کنم اومدم تا اين گوشي را زير ذره بين بذارم و يک بررسي مختصري از اين گوشي براتون بذارم
قبل از بررسي بگم که اين اطلاعات کاملا از تجربه چند روزه خودم با اين گوشي است يعني اينکه اين اطلاعات از سايتهاي ديگه يا از کسي بازگو نشده پس هر آنچه که مي خوانيد هماني است که اين گوشي است
خوب بريم سراغ بررسي

وسايل جانبي داخل کارتن
يک دونه هدست بي‌کيفيت و شارژر و کابل usb

مشخصات
کلا مشخصات گوشيهاي هواوي توي هر سايتي متفاوت است و هر جا يک چيزي گفتند توي سايتهاي داخلي يک چيز و توي سايتها خارجي يک چيز ديگر ."
1515	جزئیات در قسمت های مشکی عکس هم به خوبی دیده می‌شوند.
1516	کاش full HD  بود
1517	بهترين تجربه رو با ايفون5داشته باشين.
1518	در حالت پاناروما عيب اين دوربين مشخص ميشه و دليلش هم زنده بودن اين خاصيته که باعث کم شدن کيفيت عکس ميشه.
1519	اين گوشي شايد يک ماه در صدر باشد .
1520	یک دوربین ورزشی اصولا باید از چه ویژگی هایی بهره ببرد که آن را از دیگر دوربین های فیلم برداری متمایز کند؟
1521	دوربينش هم که فوق العادست.
1522	"سلام به همه دوستان
من 2 ماه اس2 دارم واقعاً حرف نداره
سري G به نظر من خيلي خيلي بهتره."
1523	در نهایت انتخاب با شماست.
1524	تو خريدش شک نکنيد!
1525	این دوربین توانایی ضبط ویدیویی 720p HD را دارد که خیلی خوب است.
1526	دوربين 3.2 مگا پيکسلي که روي اين دوربين هست در مقايسه با قيمت گوشي مناسب و خوب است.
1527	احتمالا این مود عکاسی است که بیشتر علاقه دارید دوربین را بر روی آن بگذارید و عکاسی کنید.
1528	در روزگاری که اکثر کمپانی‌ها در تولید گوشی‌های هوشمند خود فقط به فکر بزرگ‌تر کردن صفحه نمایش بدون توجه به افزایش وزن گوشی هستند،  اپل دست به یک شگفتی زد و گوشی جدید خود را بزرگ‌تر ولی سبک‌تر تولید نمود.
1529	وقتي که شما فکرتون به سمت آيفون نرفته و يا حتي اون رو لمس نکرديد و با اون کار نکرديد، اندرويد دنياي جديدي را به شما نشان ميدهد.
1530	1.براي جواب به اين سوال سريع فکرتونو روي گوشي S III و note II نبرين به اين فکر کنين که اين دو گوشي کمتر از 5 درصد گوشي هاي بازار هستن که android ي بسيار قويين .
1531	به خصوص به بکارگیری تکنولوژی دو هسته ای،  سرعت در عملکردهای چند وظیفه‌ای را به‌شدت ارتقاء بخشیده.
1532	یعنی مغز متفکر  این گوشی چیپ Snapdragon S4 است که پردازنده دو هسته ای 1  گیگاهرتزی Krait و پردازشگر گرافیکی Adreno 305 را پشتیبانی می‌کند.
1533	کار با گوشي هاي سوني اريکسون يا سوني شما را در ابتدا مجبور ميکند که حداقل يک هفته وقت خود را بر روي کنجکاوي و لذت از برنامه ها، تنوع ، زيبايي و روبرويي با تکنولوژي فوق العاده بگذاريد.
1534	نقطه تاريک اين گوشي، نداشتن فلاش براي دوربين است.
1535	بردمش خدمات موبايل،  ميگفت مشکل از آندرويد ۴.
1536	با اينکه ميخواستم اس بگيرم الان منتظر اين گوشي ميمونم.
1537	سلام.
1538	از نظر ارگونومی و طراحی،  به دلیل شباهت بسیار زیادی که بین این دو وجود دارد،  توضیح بیشتری نمی‌دهیم و برای کسب اطلاعات بیشتر در این زمینه می‌توانید به نقد و بررسی دوربین HX100v مراجعه کنید.
1539	Sense 4 Plus نسبت به نسخه های پیشین بسیار ساده تر ولی در عین حال کاربردی‌تر شده است.
1540	با همان ابعاد و تنها 5 گرم سنگین‌تر.
1541	شفافه و تاچشم عاليه.
1542	این تاچ پد که از نوع مالتی تاچ می‌باشد،  کاملا حساس و پاسخگو است و عملکردی عالی را از خود به نمایش می‌گذارد.
1543	تقريبا دو ماهه از اين گوشي استفاده ميکنم.
1544	خوب تقريبا اين لپ تاپ از همه لحاظ عاليه اما هيچ چيز بي عيب و نقصي وجود نداره و من مي خوام ناگفته هاشو بهتون بگم !
1545	همراه بانکهاي نصب شده به طور پيش فرض از سيم 1 براي ارسال و دريافت داخلي استفاده ميکنند که اگر سيم 1 ثبت بانک نباشه کاري از پيش نميره.
1546	چون ميدونن اين بازي رو که واسه ios ساختن 32 درصد گوشي هاي جهان رو ساپورت مي کنه .
1547	در مورد صفحه هم اسم اين گجت گوشي هست نه فبلت !
1548	این رزولوشن تراکم پیکسلی 150ppi را تشکیل می‌دهد که تراکم خیلی خوبی نیست،  اما چندان هم غیر منتظره نیست.
1549	براي گيم گرفتمش و رقيبش asus k53 هست که البته cpu اين جديدتره.
1550	با این تفاوت که رزولوشن آن از 16 به 18 مگاپیکسل افزایش یافته.
1551	کارتریج های این پرینتر نسبتا گران قیمت هستند.
1552	همچنین به کمک فناوری‌های بلوتوث،  NFC و درگاه USB نیز می‌توان به راحتی با دیگر دستگاه‌ها تبادل اطلاعات نمود.
1553	بايد به اين نکته توجه داشت که درسته مشخصات اين گوشي روي کاغذ از ديگر گوشي ها ضعيف تره ولي بیشترين بازدهي رو داره.
1554	بعلاوه در هنگام معرفی،  سه لنز ثابت XF 18mm F2 R, XF 35mm F1.4 R, and XF 60mm F2.4 R Macro نیز با آن همراه شده اند.
1555	دلیل این امر این است که اپل اعتقاد دارد این حداکثر سایز استاندارد برای کار کردن با یک دست با گوشی می‌باشد.
1556	روشنایی صفحه نمایش نیز عالیست.
1557	دیگر نیازی نیست که شما یک کاربر حرفه‌ای اینترنت باشید تا بتوانید سطح بالایی از امنیت را در رایانه خود ایجاد نمایید،  می‌توانید این کار را به پاندا بسپارید.
1558	من 1 ماه پيش از ديجي کالا خريدم.
1559	هواوی برای تبلت خود از چیپ K3V2 استفاده نموده است که ساخت‌های سیلیکون می‌باشد و در تعدادی از گوشی‌های هواوی نیز استفاده شده است.
1560	"صفحه نمايشش بي نظيره  همين طور گرافيکش اگه پولش را دارين  حتما بگيرينش
تا 5سال تو دنيا به نظر من بهترينه"
1561	در شرایط نوری خوب،  این دوربین می‌تواند عکس های با کیفیت خیلی بالا تولید کند و با توجه به رزولوشن بالایی که سنسور دارد،  تفکیک جزئیات خیلی خوب صورت می‌گیرد.
1562	جاییکه SuperAMOLED ها رنگ‌های زنده تری را تولید می‌نمایند ولی SuperLCD ها کنتراست بالاتری دارند.
1563	این تاچ پد از نوع مالتی تاچ می‌باشد و عملکردی کاملا استاندارد و صحیح را از خود به نمایش می‌گذارد.
1564	به هر صورت همان‌طور که گفتیم،  FT3 دوربینی است مناسب ماجراجویان،  ورزشکاران یا همه‌ی کاربرانی که در شرایط مخاطره آمیزی برای وسایل الکترونیکی قصد عکاسی دارند.
1565	بله براي من هم صدا کمه که براي من مهم نيست.
1566	* برای بهره‌مندی از برخی قابلیت‌ها و ویژگی‌های تلویزیون هوشمند ممکن است نیاز به ارتقای ثابت‌افزار باشد.
1567	همچنین این دستگاه مجهز به 5 پورت USB (Universal Serial Bus)،  یک پورت مخصوص Kinect،  خروجی های HDMI وAV،  خروجی TOSLINK و همچنین شبکه بی سیم Wi-Fi بوده که نه تنها نیاز کاربر برای گیم و بازی کردن را برطرف می کند بلکه مانند دیگر رقبای خود (از جمله Sony PS3) امکان دسترسی به اینترنت،  ذخیره و پخش فایل های چند رسانه ای (مالتی مدیا) را نیز برای کاربر فراهم می کند.
1568	ويبره دسته هاش هم از PS3 قوي تره اما دسته هاش شتاب سنج نداره.
1569	5- عدم وجود يک قلم کاربردي .
1570	اگر در همین رزولوشن آن را بر روی Economic mode قرار دهید،  سرعت به 19 صفحه در دقیقه افزایش می‌یابد.
1571	HP در سال 2009 برای اولین بار لپ‌تاپ‌های بیزینسی ProBook S را معرفی کرد.
1572	به نظر من يکي از برترين و زيباترين گوشي هاييه که تا به حال منتشر شده!
1573	از نگاه نخست، معلوم است که N43SM نوت‌بوکی زیباست که ایسوز به طراحی آن اهمیت زیادی داده است.
1574	تنها سايت مطمئن و مردمي فقط **دي جي کالا**
1575	از قابلیت‌های کاربردی این سیستم عامل می‌توان به منوی مالتی تسکینگ اشاره کرد که کاربر می‌تواند با نگه داشتن کلید Back بر روی گوشی وارد این منو شود.
1576	در بالای این صفحه به ترتیب از راست به چپ،  دوربین دوم،  سنسور مربوط به روشنایی صفحه و سنسور مجاورت و LED مربوط به پیغام‌ها وجود دارند.
1577	در نهایت دیجی کالا GOPro HD Hero را بهترین دوربین ورزشی تجاری ارزیابی میکند و آن را به کلیه علاقه مندان و ورزشکاران پیشنهاد می کند.
1578	مشخصا فیلم های این دوربین نویز کمتر،  حساسیت بیشتر به نور و رنگ های غلیظ تری دارند.
1579	از اين بهتر تو دنيا وجود نداره واقعا !
1580	اما در آيفون جديد از نو آوري خبري نبود.
1581	گوشيه مناسب و خوش دستيه و مهمتر اينکه هر دو سيمکارتش همزمان فعال هست.
1582	بالاخره وقتي همه شرکتها روي محصولاتشون کابل ارت دار ميذارن به فکر خنثي کردن اين نوسانات هستن ديگه و خيلي مشکل ساز نيست.
1583	با اين قيمت و امکانات مناسب واقعا بي نظيره ابعادشم مناسبه و خوش دسته دوربين 3.2هم کاملا مناسبه در اين رنج قيمت بي نظيره اندرويد4.1هم که جايي وسه بحث نميذاره.
1584	وگرنه همه چيش خوبه.
1585	تو این وضعيت نابسماني بازار من اين لپ تاپ رو انتخاب کردم و از خريدم راضي هستم.
1586	سلام،  من هم اين مدل رو تقريبا 5 ماه هست که خريداري کردم،  واقعا عاليه.
1587	هارد خيلي خوبيه ؛ من واقعا راضيم و هيچ مشکلي باهاش ندارم .
1588	لطفا پيش از خريد دوربين از خودتون اين سوال رو بپرسيد : کاربرد اصلي دوربين براي من چيه؟
1589	چند نکته بسیار مهم وجود دارد که در رابطه با Retina MacBook Pro باید بدانید: اول اینکه پردازنده و حافظه RAM کاملا به برد دستگاه لحیم شده‌اند و امکان ارتقای آن‌ها وجود ندارد.
1590	(من با گوشي آيفون 5 هم کار کردم.
1591	من بزرگ بيشتر دوست دارم ولي نميتونم بزرگي رو فداي کيفيت و سرعت کنم.
1592	که اين فقط يک پاسخ دارد و آن ادبيات کاربريست!
1593	"نسبت به قيمتش کارايي هاي خوبي هم داره
"
1594	در کل بلافاصله بعد از بازکردن بسته ي اين گوشي احساس يک خريد متفاوت و لذت بخش را تجربه خواهيد کرد.
1595	سلام دوستان ,  من از اين دوربين استفاده کردم و فوق العاده هست.
1596	"محمد معيني - احمد مجيدي پور  - سعيد حاجي بنده  - بهزاد رمضاني 
4 تا دوستي که اسمشونو گفتم از عملکرد بد دکمه هاي لمسي پاييني حرف زدند ."
1597	اينترنت گردي با گوشي هم کار خيلي پسنديده اي نيست ولي با اين حال توي صفحه 4 اينچي اين کار واقعا لذت بخشه ولي لذت اينترنت گردي تو تبلت رو اصلا نداره.
1598	نمی‌دانیم که آیا منظور سونی برای نام نهادن این چنینی دقیقا همین مضمون‌ها بوده‌اند یا خیر.
1599	خيلي بهتر از ps3 و wii بهتره.
1600	البته خوب با وجود گرافيک قوي ميشه گفت حيفه !
1601	بنده يه دو روزي با اين تبلت کار کردم اما با اين که تبلت خوش دستي هست اما مشکل اساسيش در عدم کار کردن wifi  سيم کارت با هم هست يعني اگر سيم کارت روي تبلت باشه و حتي اگه به حالت نمايه پرواز ببرين باز wifi شناسايي نميشه و تا زماني که سيم رو از روي تبلت در نيارين شبکه هاي wifi  مورد استفاده قرار نمي گيرن.
1602	گوشي خوبيه با توجه به امکاناتش توانايي اين رو داره با ساير گوشي رقابت کنه
1603	در بالای تبلت تنها جک هدفون 3.5 میلیمتری قرار دارد.
1604	رابط کاربری استاندارد اندروید بر روی این گوشی با پوشش زیبای ایسوس،  ترکیب بسیار زیبایی را تشکیل داده‌اند.
1605	دوربين هاي سري V سوني قابليت Geotag هم دارند البته دقت کنيد هنوز استانداردي براي اين قابليت وجود ندارد و بايد از نرم افزار نه چندان قوي سوني استفاده کنيد.
1606	محیط کاربری دوربین Xperia ray دقیقا مشابه مدل Xperia arc است و به قابلیت‌ها و امکانات نسبتا زیادی مجهز است.
1607	"شفافيت تلويزيون هاي plasma عاليه ولي يه کم مصرفش زياده
"
1608	فلسفه به وجود آمدن تبلت کنار رفتن کيبرد فيزيکي کامپيوتر از طريق لمس يک صفحه با کيفيت است يادمون باشه براي چه منظوري مي خواهيم تبلت بخريم.
1609	بدین صورت که کافی است دوربین را بر روی مود عکاسی Smart Auto قرار دهید و دکمه‌ی شاتر را بفشارید تا دوربین به طور خودکار بهترین و با کیفیت‌ترین عکس را تهیه کند.
1610	موفق باشين
1611	گذشته از ظاهر شيک و سنگينش کيفيت بدنه موقعي که اون رو در دست داريد احساس ميشه.
1612	تبلت جديد اسوس واقعا سخت افزاره خوبي داره ولي آيا واقعا اين سخت افزار به درد همچين تبلتي ميخوره.
1613	خوشبختانه این گوشی نیز از 4 گیگابایت حافظه‌ی داخلی بهره می‌برد که البته حدود نیمی از آن برای کاربر قابل استفاده می‌باشد.
1614	"کلا بگم يک همه فن حريف
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         "
1615	به همین دلیل نگه داشتن آن حتی با یک دست بسیار راحت و لذت بخش است.
1616	من قبل از اين که اين گوشي را بخرم بيشتر به دنبال galaxy s3 بودم ولي الان واقعا نظرم تغيير کرد و واقعا عاشق اين گوشي شدم !
1617	از لحاظ کيفيت هم همه ميدونن(مخصوصا سامسونگيها) اپل حرف اول رو تو دنيا ميزنه نوت2 رم 2 گيگ داره و ميتونه صفحه رو دو قسمت کنه و دو تا برنامه رو باهم اجرا کنه که واقعا اين يکي از چيزاي استثناييشه.
1618	کيبوردش واقعا عاليه.
1619	بزرگترين مشکلش نداشتن سيم کارت هستش 
1620	دوربينش 20است.
1621	با وجود این،  رنگ‌های تولید شده توسط صفحه نمایش بسیار زنده و طبیعی هستند و زوایای دید آن نیز به خصوص در حالت افقی،  کاملاً رضایت‌بخش است.
1622	با سلام به نظر من ps3 از همه لحاظ چه گرافيک چه قدرت و غيره بايد بره جلو سوت بزنه
1623	هرچند که بسیار جمع و جور می باشد و نگهداری آن آسان می باشد.
1624	"ناصرجان اول برو به مسير زير:
setting>language & keyboard>Android keyboard>input language
زبان پارسي رو اضافه کن."
1625	من خودم SONY- HX100V دارم به نظر من فرق به جزء سنسور 18 مگاپيکسل و برد فلش تا 12 متر فرق چنداني ندارند.
1626	در تست کلی Egypt HD نیز آیفون 5 در صدر جدول قرار گرفت و ال‌جی را به مکان دوم جدول فرستاد.
1627	بنابراین از P7700 انتظار تولید عکس هایی در حد G1x نمی رود.
1628	همين .
1629	گرونتر هم باشه ارزش خريد داره.
1630	سلام دوستان من اين تبلتو امروز خريدم فعلا نظري ندارم فقط از ديجي کالا ممنونم چون خيلي سريع يعني 1 روزه رسوندش اراک
1631	اما لازمه که بگم اين لپ تاپ کاري نيست که نتونه براتون انجام بده !
1632	قابليت جالبي که در اين نوع گيم پد وجود دارد،  هماهنگي آن با تمام دستگاه‌هاي مجهز به USB و سيستم عامل ويندوز XPاست که اين موضوع امکان استفاده از آن را روي کامپيوتر امکان پذير مي‌‌سازد.
1633	"کيفيت بسته بندي و زمان ارسال عالي بود
امکانات و انتظارات اوليه(هنوز کار زيادي نکردم باهاش) با اطلاعات ارائه شده مطابقت داشت
در مجموع همه چيز خوب بود."
1634	در نظر بگیریم که توانایی زوم لنز دوربین های این رده تا 40 برابر هم رسیده است.
1635	"با اين حال بنده 6200 رو به خاطر دوربين جلوي 2 مگا پيکسلي - ساپورت رم تا 64 - سي پي يو 1.2  و قابل آپديت بودن به آندرويد 4.1 ، ترجيح داده و خريداري کردم
بايد به عرض برسانم قيمت 6200 خيلي به صرفه تر از 3100 است."
1636	دوستان از روي تصوير نمي توانيد به زيباييش پي ببريد بايد ببينيدش
1637	از نظر من خوش دست ترين و کاملترين گوشيه که ديدم ولي با لمس ضعيف دکمه هاي پايينش با دوستان موافقم .
1638	با اینکه این محصول یک گوشی از کمپانی ال جی است،  اما به واقع بی شباهت به یک تبلت نیست و با قابلیت‌های خوب سخت افزاری و نرم افزاری خود،  می‌تواند خود را در بین گوشی‌های بازار مطرح نماید.
