	Value
2964	0
6578	1
3648	0
1684	0
77	2
452	-1
1471	1
3913	0
558	2
5695	1
1580	2
2453	1
3093	2
3056	0
5265	0
5519	0
2502	2
1997	1
1646	0
1313	1
3044	2
117	2
821	1
6213	1
3907	2
2283	-1
5981	1
2293	1
3240	1
5311	1
1096	1
1949	0
4877	1
806	0
3852	0
4488	1
1038	1
7376	1
6332	1
129	0
2873	-1
829	1
5415	2
4987	0
2656	2
7206	2
2191	1
6079	0
4786	1
7382	0
2258	1
6704	-1
3649	2
1702	1
6929	0
4627	0
1498	0
5668	2
2071	1
5027	1
6927	-1
4605	2
5997	0
7247	1
6896	0
214	0
5079	1
6123	1
4606	1
1541	0
2876	0
5233	1
4122	0
6853	-1
3982	1
7383	0
21	0
6414	0
1335	1
2113	0
4228	0
2332	1
4404	1
6767	0
6809	0
4580	2
3921	-1
4727	2
598	0
4372	2
6995	0
4160	2
555	1
7133	0
5213	2
435	0
4861	-1
1775	0
5844	-1
3587	-1
2533	0
5771	-1
760	1
6457	0
6139	0
3317	0
108	1
2647	1
1936	1
1373	0
6811	-1
6997	1
7004	0
6410	0
6858	-1
2787	2
1766	0
2799	1
3232	2
5520	1
3078	0
1634	0
4726	1
3196	1
385	0
6448	0
4610	0
2736	1
1616	1
4689	2
5276	1
4843	-1
161	0
3865	1
405	2
3045	0
683	0
416	1
5335	1
759	0
5294	2
1915	2
6044	-1
1627	0
610	1
4215	2
3625	1
1978	0
3012	1
4872	2
5537	0
3096	1
2423	0
779	1
639	1
1691	2
3630	1
5132	2
4811	1
7035	0
3560	1
1736	1
5692	0
1054	0
6901	1
5842	1
2735	1
240	1
7173	0
152	0
2784	2
2654	0
395	0
2580	-1
146	0
5189	2
3053	1
6591	2
680	1
4951	2
3718	0
793	0
34	0
794	0
320	0
4021	1
7109	0
3178	2
3799	0
5005	-1
1862	0
6284	0
4130	1
4640	0
6694	0
3746	1
1291	-1
2605	1
6331	0
6856	1
2476	-1
4303	1
6840	1
6071	2
374	0
6029	0
3657	2
5011	1
1319	1
4426	1
3049	0
6649	0
603	0
1590	0
3010	1
5460	2
1620	2
2836	0
1118	0
5760	0
4988	0
862	0
4106	1
1950	2
6498	1
5923	0
5350	0
5377	1
4784	0
6433	0
1948	0
3590	1
5646	2
7063	0
4324	1
4711	1
4275	-1
2976	1
1900	2
2972	1
5371	0
5368	1
2341	1
2285	1
4380	0
5845	0
2210	0
1814	-1
2769	1
488	1
7395	1
3820	0
4149	1
6472	2
5252	2
3749	1
5895	0
958	0
1805	0
5951	-1
6419	-1
6511	2
6781	0
6300	0
2552	1
7339	1
2759	0
969	0
3217	0
6948	0
4981	2
1467	2
5673	1
4366	1
7233	1
311	0
3953	0
6835	1
6341	0
2817	0
6316	2
87	1
2955	1
6667	2
359	0
7012	0
5317	2
4362	2
5050	-1
2984	1
1715	0
3838	2
6650	0
438	0
4905	1
2368	0
5524	2
5852	2
1886	0
1918	0
3894	0
2469	2
6006	0
4452	-1
5284	1
6600	0
6108	0
5331	1
154	0
3477	-1
1564	0
5725	2
677	0
6588	1
3109	0
2361	0
561	1
6505	0
1778	1
3198	1
3274	1
3081	0
930	0
6346	-1
2504	1
7120	0
448	0
2241	0
6519	2
4044	-1
424	0
5222	0
3287	0
4969	0
5958	0
6361	0
3203	0
2236	2
5898	2
1352	0
3454	0
2320	0
1126	0
7074	0
4664	-1
3492	-1
7285	0
2824	2
7375	0
6757	-1
1210	2
767	1
3175	0
4693	0
2216	0
250	1
5147	2
2958	0
3963	2
1648	2
1728	2
3631	0
115	2
5064	0
4042	0
6277	0
763	1
158	0
977	1
2526	0
6311	2
853	1
5327	2
3816	1
3712	0
723	2
3329	1
2013	0
3781	0
3326	0
6067	0
3662	0
5330	0
2247	2
4460	0
4461	0
6042	-1
2045	1
4491	2
224	1
7013	0
4851	0
1302	0
7180	0
7078	-1
3079	0
4469	2
2066	0
1337	1
4593	0
1028	0
4564	2
36	0
2347	1
7138	0
1935	0
4669	0
1136	2
4486	2
7021	1
5004	0
6257	0
5384	0
5919	0
1168	0
3996	0
6614	1
4257	-1
2868	1
2031	0
7278	0
3286	1
85	1
4186	0
1477	1
4856	0
6734	2
6875	0
4143	1
5623	2
4775	1
1316	1
4831	1
7350	1
812	-1
2732	1
6230	1
3125	0
3992	0
2103	0
7412	0
1690	0
3583	1
7258	1
3223	0
5612	2
3311	1
3497	1
5373	1
6175	0
2132	1
2999	0
5298	1
5580	-1
5780	2
6691	2
7162	1
2699	0
5731	2
4132	1
521	-1
6499	1
6870	0
3961	1
6152	1
4913	-1
3798	-1
6759	0
4670	2
3263	1
3151	1
1365	1
3942	-1
3766	1
4628	2
2587	0
1583	-1
2879	0
1115	0
4239	-1
5630	0
939	1
6149	1
5193	1
1767	0
5959	2
643	1
4365	1
3380	1
2670	0
2073	0
3136	2
2429	0
6577	1
5324	2
4004	0
6147	1
5649	1
3925	0
6202	1
3124	1
2841	1
7293	-1
2372	1
5340	0
7399	1
2328	0
1438	0
2084	1
5069	0
7318	1
1025	0
2366	-1
7079	0
6068	-1
1042	0
1561	0
3695	-1
1787	0
5609	2
5793	2
379	2
6002	-1
318	-1
1762	-1
45	0
92	1
3994	0
4051	1
824	1
4965	-1
6904	1
1315	0
6078	0
1077	1
1114	0
6411	0
63	2
7291	-1
1524	0
973	-1
2426	1
4156	-1
6594	0
4510	0
5451	2
5956	0
7230	1
1105	1
1559	0
2087	0
6082	-1
4389	-1
6470	1
2727	2
2869	1
1986	0
3057	2
2573	0
223	2
5559	2
2643	-1
2418	1
2259	0
2623	0
2637	2
409	0
4359	0
6053	-1
6950	0
3874	-1
1567	0
215	0
837	1
5250	2
2129	1
2681	2
1263	0
827	1
2224	0
5717	-1
5034	0
1408	0
1041	1
5318	1
4213	1
3614	2
2250	-1
2091	1
667	1
3153	1
1217	1
7386	2
4081	1
5272	0
1120	1
4695	0
4821	0
2897	0
5281	0
2826	0
1967	0
1672	1
5117	0
924	1
1058	0
1406	0
1196	1
2961	1
1827	1
745	1
1423	1
3779	0
7405	0
4885	1
199	0
902	0
5798	0
6828	0
3135	0
7214	0
218	1
3647	2
1669	1
5913	0
3918	1
6073	0
1661	2
5255	1
1552	0
3230	0
5102	-1
1522	0
1952	1
1353	0
508	0
1040	1
51	1
832	1
5736	0
1121	1
1981	1
2325	2
2375	1
6408	0
7135	0
4581	2
5604	2
4220	2
954	1
5176	-1
4001	0
5358	1
2553	2
6500	2
7178	0
6376	1
86	2
89	0
127	2
6365	1
3101	0
6460	0
5439	1
3991	0
1741	0
2677	0
249	1
6975	0
12	0
5788	0
2340	2
4185	1
2383	1
3980	1
649	0
4190	2
1735	1
7176	0
1379	1
3491	0
2718	1
4058	0
198	1
2641	1
4348	2
5905	0
6513	1
2149	0
1668	1
5582	2
7216	2
6315	2
1813	0
1254	0
449	1
1450	0
2125	2
4410	1
64	0
801	0
5705	2
2240	0
1422	1
6043	0
6923	0
5941	0
5745	0
2820	1
4565	0
3759	2
3330	1
604	0
626	1
6385	1
3216	0
6921	1
6621	0
1469	1
5636	0
1418	1
3479	1
6220	-1
4481	2
4400	-1
3896	0
6093	0
3423	1
7396	2
2864	0
73	0
3130	0
6389	1
4133	2
1509	1
4116	0
3684	2
7095	1
4115	0
764	1
1377	1
2682	0
6076	1
1868	0
4639	0
340	1
315	2
5133	2
4357	2
7022	1
6606	0
1375	1
1801	-1
7257	0
6117	0
4794	0
6347	0
6521	1
5567	2
1068	0
3859	0
4005	0
2451	1
6668	0
1064	0
5226	0
6247	0
3514	2
3003	1
5975	2
655	1
6268	0
4148	-1
5600	2
2659	1
210	1
4354	2
914	0
256	1
2444	0
6766	2
4296	0
2724	1
4109	0
1538	0
2070	1
6012	1
24	1
3098	2
2596	1
3756	1
3529	2
3006	2
4269	1
4447	1
4539	2
5259	0
5590	1
5592	1
5492	0
6890	1
3207	1
5121	1
3026	1
4184	1
2272	0
472	2
7003	0
6273	0
5200	1
1800	0
4774	1
2184	2
915	0
4047	1
5952	-1
1756	1
3357	1
2815	0
3669	1
3565	1
1123	0
1273	0
6535	2
501	0
1866	1
1350	2
4104	0
4455	2
976	2
2350	2
3713	0
6263	0
3036	1
4012	1
6721	1
4236	0
971	0
2286	2
6819	0
961	1
2436	1
6612	0
7236	0
1044	1
2524	1
504	0
1172	0
895	0
2140	2
2182	0
893	0
3527	0
2823	2
1370	1
3711	0
482	1
6626	0
3343	1
4854	1
6488	0
1853	1
4386	1
2979	1
4975	0
3615	0
5359	2
6416	0
7346	0
5238	2
420	1
3039	2
2916	0
3807	0
1211	2
5468	2
1419	0
4781	1
304	1
6259	0
5273	1
6129	1
4502	2
796	0
1045	0
5401	1
6169	0
3984	0
5861	2
1977	0
7351	-1
5432	2
6106	0
5152	2
5047	0
6124	2
4903	1
1499	0
5131	0
975	1
6034	0
2985	1
1926	1
2221	-1
6384	0
6782	2
4398	-2
1354	0
571	0
1508	0
3073	0
1150	0
5316	1
5060	1
6715	2
2176	0
4498	-1
4597	0
3417	-1
3659	1
925	0
2743	0
2294	0
4883	1
4941	0
1769	2
166	2
645	1
1502	2
4293	2
602	0
1455	1
2085	0
3818	1
6351	0
4172	2
1556	0
7355	-1
2006	2
1266	1
2790	1
2388	0
7295	-1
1429	-1
2266	0
39	0
5426	0
1906	1
7275	1
1251	1
7108	-1
3328	1
1300	0
4910	0
4470	2
5353	0
6841	1
5058	-1
4918	-1
6446	0
3368	-1
4223	1
6274	0
6793	0
1795	0
864	-1
5195	-1
1504	1
6775	-1
3652	1
4425	-1
4822	1
1506	2
3962	0
5309	0
4068	2
1067	0
2818	0
905	-1
2774	0
6085	0
2640	0
6576	1
2669	0
543	0
4312	1
1597	0
1047	2
5364	0
1329	0
1733	0
5716	2
5367	0
3985	-1
2803	0
1560	0
3952	0
7117	2
6964	0
6486	1
6466	1
4280	-1
2515	2
5678	1
25	2
7314	1
2030	1
1146	0
684	1
2678	1
7002	0
3312	0
4595	0
3876	0
2167	2
4262	2
3879	0
1242	2
499	1
5726	2
4301	1
1260	0
1357	0
1113	0
5323	1
6227	0
2060	2
3157	0
3243	2
4540	2
7094	1
1416	1
6730	1
1622	0
221	1
1959	-1
7338	1
608	0
5445	2
2512	1
7172	1
5562	1
5988	2
413	0
4675	1
575	1
3389	1
398	0
4200	0
815	0
537	0
5536	0
4328	1
4087	0
4530	0
6266	1
6157	1
1842	0
3185	2
5019	0
5363	2
4732	0
2362	2
5835	0
475	2
483	0
3733	1
1772	1
3321	-1
4493	0
26	0
6934	0
928	0
5561	2
7100	0
4900	-1
6398	2
3444	-1
3108	2
6703	1
7029	0
264	2
2413	0
354	0
3831	1
348	0
3307	0
2672	1
5204	2
7322	1
644	1
4396	-1
5584	1
4075	1
668	1
5920	1
2945	1
1281	0
5098	2
7155	1
6087	1
7168	0
6094	0
7281	1
6868	0
2468	1
3481	-1
4091	0
5553	0
5296	2
5839	0
4439	1
6348	0
5939	0
7107	0
5571	1
3905	0
3658	1
4573	-1
403	1
3771	0
980	1
2027	0
205	0
4402	0
3222	2
2001	0
4626	0
3418	0
3703	-1
5305	0
6054	0
3829	-1
7262	0
3245	2
1347	1
6438	1
2029	1
2806	0
339	0
3707	0
4089	0
1938	0
1265	2
1230	0
5013	0
1237	0
1937	0
2725	0
2220	0
1994	2
7092	0
4919	0
227	0
5126	0
4095	1
1689	1
1298	1
1470	2
5991	2
4221	-1
4604	2
5661	2
2747	1
4827	0
6981	0
1839	0
1526	2
7312	0
5901	0
6731	1
6489	-1
3206	2
5419	0
2439	1
2925	1
2158	1
2922	0
611	0
4687	1
1439	2
160	0
5976	0
1995	2
3668	2
5999	2
6962	0
3628	1
2254	0
1003	0
5312	1
6055	1
1848	1
2719	0
3300	0
4266	0
2400	0
3259	0
7284	1
6291	0
3112	2
7370	0
1875	0
2233	2
2698	0
1636	-1
3989	2
1212	-2
2146	1
5097	2
1956	0
3975	-1
4684	0
1193	1
5488	0
7229	0
6456	0
3349	2
3580	2
4241	-1
1330	0
1213	2
2291	0
119	1
95	1
4178	-1
5437	2
5812	0
1740	2
6301	0
3793	0
4738	1
3247	2
6417	0
1589	0
1870	2
4497	2
5860	1
4938	-1
4999	0
1333	1
5484	2
835	1
5029	0
5115	1
7121	1
6787	1
4374	1
1149	0
3945	-1
913	0
4545	1
2039	0
305	2
1451	1
1912	1
5048	1
6911	2
4599	2
2440	1
7071	0
956	0
1913	2
7387	0
1320	0
5333	1
2729	1
2993	0
6337	0
6914	-1
518	0
1174	0
2256	0
5119	0
4944	2
7019	1
7240	2
2214	1
5893	2
2706	0
4760	2
3570	1
7385	0
804	0
3940	-1
7271	1
4516	1
1989	2
3640	1
751	1
1830	1
774	-1
3467	0
3165	1
1487	0
2691	1
1415	0
782	0
3974	0
4406	0
3958	-1
2923	-1
1399	0
1932	0
2497	-1
6265	1
6278	0
6130	0
1579	1
122	1
2750	2
5234	1
3475	2
4879	1
7317	2
995	1
4547	1
144	0
6798	-1
244	0
5030	0
1882	0
7251	1
4708	1
6391	0
5399	0
5161	2
5979	2
6598	0
1225	0
690	2
4535	0
6363	0
6289	0
6690	1
139	1
2590	1
3062	0
1099	0
2407	1
5295	2
1132	0
3892	-1
2023	1
3289	1
5961	1
3772	0
600	1
6024	0
5647	1
6567	0
5293	0
3537	2
2338	1
4350	0
4193	-2
3637	1
84	2
5610	1
2067	0
6869	0
6112	0
1016	0
468	2
2810	1
3320	-1
5781	2
6070	0
7129	1
7332	1
2567	0
2921	-1
2903	1
3382	0
5044	-1
1346	2
5565	2
2939	2
6765	1
7260	1
3701	0
4032	1
196	0
4832	2
3660	0
4166	1
2544	0
6566	0
53	0
1750	0
6695	0
7335	1
1445	0
6737	0
4451	-1
6865	1
4795	2
679	0
879	1
2232	2
60	2
7366	0
3179	1
3830	1
4023	1
106	0
892	2
1001	1
3740	0
1434	2
6104	0
4880	0
2892	-1
1392	0
257	0
5655	1
6397	0
2489	0
1856	0
204	1
4683	1
5962	2
6523	0
5061	0
5203	1
6368	0
1288	0
532	0
4574	1
2483	1
1275	0
4017	0
3909	0
2940	0
5438	1
4967	0
5009	1
6110	0
4411	0
1962	2
3005	2
6990	0
591	0
1999	0
6978	0
5078	0
4155	1
3166	1
4512	0
6366	-1
7054	0
2234	1
1832	-1
4546	0
14	0
755	0
4960	1
5685	2
4289	0
3257	0
116	-1
6886	0
4229	1
4878	1
195	1
3791	0
2360	1
4141	2
850	0
3518	-1
7269	0
5458	2
4771	1
4735	1
2199	0
4438	2
2943	2
1657	2
91	2
484	1
7330	1
2492	1
5225	0
4150	2
4207	2
5543	1
4970	0
6062	1
2844	1
6007	0
5587	-1
1621	2
3068	0
2057	0
2932	-1
1671	1
2599	2
2714	1
3635	1
4638	1
4297	1
3213	0
4009	1
2189	0
5849	-1
6820	2
5397	2
848	1
4860	1
2207	0
356	0
3414	1
3508	1
3928	-1
1527	0
3588	2
3519	-1
1745	-1
5532	2
208	0
5805	0
308	0
953	0
4071	1
1549	1
2387	2
4994	0
381	1
2442	0
4397	-2
4611	0
3601	-1
429	2
7360	0
209	1
1088	0
2089	1
1369	1
6450	1
3008	0
303	0
2617	2
2772	1
3817	1
1991	1
1305	0
5063	0
5556	2
1034	1
1137	0
7246	1
795	2
3730	1
3258	-1
2893	-1
5174	1
2069	0
4550	0
2926	2
1673	2
7005	1
6261	0
3278	1
1140	0
6497	0
2279	1
6669	1
528	0
1005	1
6325	-1
6814	0
917	1
3183	0
3806	0
6790	1
6509	2
7242	0
4308	0
2186	2
5611	1
7388	1
3180	2
4335	2
744	1
3687	0
1198	0
2757	0
3878	0
4698	2
7357	0
4299	0
2448	0
2982	2
3284	0
4596	1
3154	0
7008	0
1909	1
2581	0
7171	1
5819	0
5886	0
494	1
6635	1
5603	2
4129	0
3126	0
2904	2
2565	-1
7007	0
6679	2
2578	1
6663	0
6170	0
5709	1
6550	1
11	0
3856	-1
5759	-1
5319	0
5509	1
2137	0
1381	0
2704	1
5355	0
4607	0
4407	2
2342	1
4440	0
908	1
4788	1
920	0
580	0
5158	2
2566	-1
3954	1
1191	0
3025	0
4881	-1
6477	1
6867	0
5740	1
2855	1
1783	2
238	1
4544	0
1475	0
5483	1
4709	2
1050	1
1069	0
6705	-1
7124	1
4399	0
3342	0
6135	1
1929	2
7326	-1
6246	0
5654	0
5403	0
6086	0
2776	0
2628	2
2689	0
6233	-1
6821	2
7010	0
3600	-1
2937	1
5906	0
5015	0
2948	-1
5712	2
5261	1
5024	0
6533	1
4171	1
743	0
6496	2
5511	0
7183	0
838	1
5304	-1
3937	0
3403	2
5986	1
7398	1
6777	1
2212	1
4613	2
1318	1
2248	0
6358	0
775	0
2536	2
4953	1
4742	-1
388	2
4697	2
6241	0
2102	1
5477	0
1161	0
272	1
685	0
1888	0
6254	0
3420	2
5090	0
128	2
6495	-1
6236	-1
3043	1
6770	1
2801	2
7371	1
6789	0
5797	0
1757	0
1238	1
3726	-1
1360	1
6342	0
6260	0
2364	0
770	2
6228	1
715	1
5046	0
6308	2
6001	-1
3544	1
1327	0
587	1
4022	2
6942	1
2980	1
1874	2
624	0
1602	0
2845	0
567	0
4916	-1
1706	2
534	0
1553	2
1747	0
6371	-1
728	0
4551	0
619	1
5221	1
4192	1
5240	-1
2842	1
2615	1
437	2
1433	0
3461	2
7044	0
5875	1
586	0
3784	0
2898	2
6388	0
5180	0
5814	0
2445	1
6546	-2
459	0
5974	2
2239	1
2203	1
4847	1
2165	2
7279	0
2588	1
76	2
2009	0
4840	2
4323	-1
6741	0
2538	1
6693	2
4167	-2
2474	0
506	1
6057	1
6344	1
1943	0
5757	1
6941	1
7122	-1
3473	2
5834	1
3064	0
6271	0
6447	0
2428	1
695	2
5581	1
3364	1
5943	0
5247	0
4809	0
6677	0
6510	2
6189	-1
6100	0
2300	0
6557	0
7089	1
1486	1
6394	-1
2336	0
326	0
3823	1
1613	1
6125	2
6481	0
7205	0
4556	0
5017	-1
6885	0
7039	0
6847	-1
1534	0
4645	1
423	0
2686	1
1062	0
6161	0
5310	-1
5675	1
4857	0
3752	0
3533	2
6834	1
2330	0
1539	1
1980	0
670	0
2269	0
2486	0
7389	0
2835	0
123	0
2051	0
4641	0
5278	1
5422	0
6592	2
7307	2
6991	0
5473	2
6651	1
4826	1
4534	0
245	1
3451	0
886	2
563	1
1570	0
1147	0
1459	2
5430	0
5246	-1
4736	0
2352	1
3161	0
4082	0
3938	-1
2655	-1
1817	0
2032	1
785	0
6225	1
6205	0
4265	1
1074	2
5476	0
5522	0
391	0
317	2
1089	0
5041	2
6483	0
6409	1
6160	0
2866	0
1928	0
6356	0
4284	0
6455	1
5872	0
4356	1
6335	-1
5984	1
6520	1
3751	-2
1574	1
7410	1
6293	0
2697	0
1122	0
6936	0
6573	1
5053	2
582	0
4527	0
2339	2
4084	1
253	0
1065	1
2846	0
2417	1
5674	1
4136	1
3028	1
4390	1
6115	0
7325	0
6207	1
3988	0
6512	2
4842	1
2344	1
5338	0
463	0
5356	0
3146	0
3458	0
1969	1
592	0
1940	0
4631	0
4912	-1
3860	2
3863	0
525	-1
6907	-1
3004	1
1039	2
1280	1
6633	0
872	0
6083	0
4336	1
1473	1
1425	0
1585	1
5993	1
7308	0
3383	0
4361	0
2229	1
4123	1
6172	1
2683	2
1133	2
107	1
4340	0
5153	1
168	1
6097	0
5427	2
5595	-1
5402	0
410	1
5	1
1511	-1
6118	1
1496	-1
343	1
2382	1
3288	2
5679	2
367	0
2242	1
3923	2
2301	0
1785	1
5285	2
894	0
830	2
1175	0
6429	0
6402	0
1216	1
443	0
3666	-1
5282	1
5583	0
3422	0
6526	1
4234	-1
4552	2
4014	1
6138	0
4113	0
2114	0
5728	-1
2296	0
2758	1
599	1
6018	-1
1129	0
1843	0
4576	0
5672	2
7076	-1
3782	0
6373	0
823	1
307	0
4211	2
6823	1
3120	2
3156	2
6748	1
100	-1
3530	0
5677	2
5710	1
5896	1
1631	0
5854	1
136	0
1018	0
1279	0
3848	-1
440	-1
404	0
1825	0
640	1
2532	2
816	1
411	1
3720	1
6518	0
2534	-1
4175	0
6553	0
1933	1
6996	0
6827	0
899	0
1391	0
4085	0
7148	0
2455	1
2302	1
1656	2
3468	1
4778	-1
3501	1
5345	1
6240	0
3608	2
6201	-1
5268	2
5489	0
4619	-2
1252	1
5767	2
5737	2
878	1
3065	0
1887	1
1891	1
7369	0
1026	0
1550	0
3363	1
7081	1
3455	0
62	1
7	2
6069	0
4936	0
4131	0
384	0
4946	1
6479	1
2884	0
5909	-1
1446	2
1409	2
1840	0
7309	1
688	0
1190	1
1185	2
7103	0
1170	0
7069	0
4063	0
4322	0
583	0
6164	0
6723	0
3981	0
1947	2
5973	2
7102	0
6461	1
4789	1
6957	2
4643	0
6788	0
6084	1
281	0
431	0
3436	1
1630	2
7287	-1
6275	0
3932	0
5389	-1
691	0
709	1
1617	1
1951	0
4520	-1
736	0
3103	0
239	1
5369	0
4036	-1
5750	-2
2657	2
4458	0
2211	1
6502	2
6653	2
4379	0
3392	0
4590	2
1390	1
2356	0
4808	1
2949	1
4158	2
5082	1
6783	1
556	1
1036	1
6238	0
4867	0
4061	1
2409	0
3619	1
1688	1
329	0
1247	-1
6947	0
5972	2
5366	0
5376	0
7280	1
3901	-1
2179	0
3912	-1
6544	2
6831	1
2694	1
3457	-1
3725	2
825	1
3314	0
2881	0
5020	0
1167	0
4937	0
6895	1
1087	0
7083	0
4222	-1
6552	1
5112	0
5851	0
291	1
4218	2
1002	0
1662	-1
5320	0
1847	-1
6133	0
5481	1
4119	0
1151	0
487	2
5724	2
6891	1
3336	1
6605	2
4080	2
754	0
5596	-1
6953	2
6913	2
3842	0
1480	1
1035	0
6353	0
3000	0
5978	-1
3815	2
6982	0
1628	0
2635	2
6474	2
634	1
5071	-2
4801	1
4571	2
6924	0
2746	0
1100	0
4729	-1
1529	2
2924	-1
6700	0
2885	0
4504	-1
1046	2
646	2
6525	1
4429	0
3041	1
1249	2
3505	0
4427	1
3325	1
4533	0
5465	1
2168	-1
6400	0
5068	0
1892	2
758	0
5154	0
4313	0
3177	0
3142	2
616	1
2905	2
6993	0
177	2
2535	0
360	0
3999	-1
2304	1
327	0
1401	1
2813	0
3433	0
6075	0
4256	-1
2217	0
2154	2
6514	1
7266	0
1398	0
2557	0
4548	-1
4584	0
2702	0
7053	0
3345	0
6178	1
1139	0
7341	1
3111	0
6386	0
5848	0
5033	1
5472	1
7126	0
2329	0
1082	2
2438	2
2929	1
3268	0
7046	0
2800	1
4446	0
4653	1
5495	1
590	0
2318	2
6910	1
1180	1
4706	0
3777	0
5534	-1
2038	0
4983	1
6630	2
3827	-1
333	2
3813	0
7282	0
3866	2
4707	0
3020	1
2496	0
3277	2
6799	0
6742	0
3322	2
589	2
1145	0
6728	0
6754	0
2120	1
5995	0
4567	1
1709	2
805	0
3009	1
4991	0
2613	1
243	1
111	1
4833	1
4302	-1
4018	1
5210	2
5361	0
4995	0
3412	2
2037	2
1982	-1
4048	1
2742	0
7026	1
3070	1
5914	0
4326	1
6188	-1
6357	0
7091	0
5855	0
3254	-2
2223	-1
4549	-1
6226	0
5733	0
1807	0
6239	0
3262	0
4649	2
855	2
3706	0
5992	0
3990	0
1430	1
6180	1
6583	0
419	1
3515	1
382	0
919	0
2082	1
807	0
426	0
1699	2
3400	1
220	2
2131	1
5613	1
1834	0
6825	0
5105	2
510	0
540	0
4852	0
547	0
289	0
3167	2
5548	2
1738	0
704	2
7223	1
3664	0
4966	0
81	2
789	1
5410	1
5671	1
5188	1
4743	1
2986	1
279	1
5469	1
2033	1
4779	0
68	1
495	0
2346	-1
3764	0
5208	0
4219	2
4572	2
503	2
5635	-1
5162	2
2391	1
4737	0
3373	0
290	1
6113	0
3480	-1
3864	2
4824	0
6244	0
1501	0
1755	0
3705	-1
2180	1
5686	2
7192	0
1641	2
3470	0
2642	1
656	1
4310	0
5334	1
4755	-1
1292	1
808	-1
1773	0
846	2
2491	0
5538	2
6702	2
1587	1
5807	2
4144	0
6222	-1
769	2
1384	1
3034	0
5734	0
4932	2
2389	1
7197	2
4790	0
4882	-1
4330	1
2830	2
6826	0
3792	0
5774	-1
6987	0
6096	1
3785	0
6874	1
2701	0
615	0
2284	1
6305	2
3139	0
5157	2
4271	0
6101	0
2673	1
7362	0
7115	0
2118	0
6631	2
1342	0
4931	1
5804	1
4848	2
5455	1
3077	-1
120	0
1195	2
1278	0
2422	1
23	1
3557	1
4384	-1
1336	0
232	0
2268	2
4343	0
657	0
3376	2
147	2
3494	0
923	1
17	1
6863	-1
5715	0
109	1
6102	0
986	0
2397	2
5039	0
1400	1
2309	1
2987	1
628	1
6619	1
5904	0
1846	-1
762	2
181	0
4067	1
5882	0
5987	2
6336	0
3626	2
3551	0
7392	1
3675	0
4320	0
1711	0
4524	-1
2273	1
3602	0
3566	2
3359	-1
1784	2
5637	2
5008	0
4868	0
4401	-1
3002	2
2700	1
873	0
3536	0
4682	2
1667	1
434	0
178	2
7228	0
718	-1
2859	0
5390	0
5769	2
5271	2
5491	1
7324	1
1084	0
2756	1
3234	-1
6862	0
2183	1
6137	0
881	0
3202	2
2020	1
2478	1
2900	0
5241	1
5598	-1
509	0
4355	2
1532	0
5817	0
6056	1
7221	1
2752	2
6310	-1
2390	2
2238	0
5949	2
1201	1
6028	0
3968	0
2753	0
3037	0
3214	2
4405	2
3452	-1
7364	0
3438	0
765	0
3313	0
1883	0
938	0
294	1
1152	0
1901	2
6045	0
6959	2
2861	-1
5146	0
6362	0
7237	0
6839	1
1363	0
708	1
3316	2
6065	0
6527	0
6476	2
5903	0
1457	2
1456	1
6016	0
2355	1
5969	-1
2692	0
4744	-1
5245	2
4418	0
3550	1
2298	2
5868	2
2461	0
5927	1
6772	1
4492	0
951	0
3643	0
1012	1
6647	0
6465	1
3828	-1
5258	1
97	1
332	0
4507	2
3340	-1
2662	2
5328	0
4617	-1
6589	0
5336	2
286	0
2733	1
1159	0
5083	1
4890	0
2151	1
162	2
3593	0
2710	0
979	1
3138	-1
4159	1
4500	-2
4102	1
1562	0
4114	2
7025	0
4768	1
3397	0
407	0
831	1
2092	0
2193	1
4126	1
6162	0
1979	-1
2793	0
2554	0
6187	0
2781	1
157	1
6281	0
5967	1
2629	1
5456	2
4345	2
5547	0
2331	0
2739	0
5003	0
4942	-2
5879	1
5708	0
3509	2
1955	0
6154	2
5449	1
6989	0
5111	-1
5018	-1
2308	-1
4767	0
2527	1
110	-1
5971	1
3717	0
1810	0
637	-1
3967	-1
7255	1
3541	0
1974	-1
4601	2
3542	1
6656	0
3500	1
2717	0
3696	0
5177	-1
1463	1
2638	0
514	-1
6036	1
4800	0
222	-1
5143	0
5267	0
306	1
3522	1
4378	0
4506	1
2319	0
2797	0
3903	0
4187	2
866	1
4494	-1
4260	0
735	0
3957	0
3169	2
4892	0
1643	0
686	0
242	0
6541	1
3442	-1
3578	2
236	2
1964	0
5930	1
2660	0
2373	0
1171	0
5863	2
6107	0
3966	0
1683	2
