	0
450	• قلم در کنار داک تبلت این گوشی،  یک قلم بلوتوث نیز وجود دارد.
451	هم‌چنين کنسول XBOX 360 از صفحه کليد USB براي اتصال به دستگاه پشتيباني مي‌کند.
452	همچنين قرار است شرکت مايکروسافت يک درايو نوري خارجي با قابليت پشتيباني از فرمت HD-DVD ارايه نمايد.
453	سرعت عالي پردازنده فوق العاده قدرتمند, ولي کيفيت دوربين جلو نسبت به کيفيت خود تبلت يه کم پايينه و تو ذوق ميزنه.
454	در عکسی که با دوربین گرفته اید، می‌توانید با یک لمس بر روی هر جا از صحنه و انتخاب آن قسمت کاری کنید که دوربین به صورت هوشمند یا Context Aware Fill قسمت دیگری از عکس را جایگزین کند.
455	سلام من اين گوشي رو دارم اما هر جا ميبرمش فارسي نميشه نميدونم مشکل چيه اما دوربينش حرف نداره 
456	همچنین این دوربین از کارت‌های Eye Fi نیز پشتیبانی می‌کند که امکان انتقال عکس‌ها و فیلم‌ها به صورت بیسیم به لپ تاپ را میسر می‌سازد.
457	به صورت پیشفرض هم برنامه‌های نسبتاً زیادی بر روی آن نصب شده‌اند که Nokia Maps هم شامل آن‌ها می‌شود.
458	در سمت چپ تبلت نیز شیار مموری کارت قرار دارد که از کارت های حافظه microSD با ظرفیت حداکثر 32 گیگابایت پشتیبانی می کند.
459	امروز به دستم رسيده و دارم تست مي کنم.
460	اما کمینه‌ی نسبت کانونی آن در حالت واید و زوم،  f/3.5-5.6 می‌باشد که عالی نیست ولی خوب است تا در عکاسی شرایط نوری ضعیف هم مشکل زیادی نداشته باشید.
461	اما در اين حالت صفحه کليد بيش‌تر براي وارد کردن اطلاعات و متن کاربرد دارد و نمي توان از آن براي اجراي بازي استفاده کرد.
462	نوع اول که توسط شرکت LG و هيتاچي طراحي شده بود و در هنگام فعاليت کمي نويز قابل شنيدن در محيط ايجاد مي‌کرد.
463	رنگ‌ها شما را مسحور خود می‌کنند.
464	البته روش هايي وجود دارند که از شناسايي شون شما توسط مايکروسافت جلوگيري ميکنند اما قطعي نيستند.
465	در کل فقط در مواردی که جلوتر توضیح می‌دهیم این گوشی نسبت به مدل پیشین بهتر شده است،  ولی در کل تغییر چندانی را در آن مشاهده ننمودیم.
466	شگفت زده خواهید شد وقتی که بدانید برای اتصال آن‌ها به هم،  حتی به نگاه کردن هم نیازی نیست،  فقط کافیست آن‌ها را به هم نزدیک نمایید تا جاذبه مغناطیسی آن‌ها،  باعث اتصال سریع آن‌ها و آمادگیشان برای کار شود.
467	ميتونين با استفاده از کلام،  منوهاي سيستم رو جابجا کنين يا خاموش کنين که احساس خيلي پيشرفته اي به آدم ميده  (داشتن کينکت الزاميست).
468	با محتواها و قابلیت‌های بهبود یافته تجربه مشاهده هوشمندانه‌تری داشته باشید با سه سرویس انحصاری و جدید سامسونگ – برنامه‌های کاربردی برای سرگرمی کودکان - Kids،  برنامه‌های کاربردی برای تندرستی – Fitness و برنامه‌های کاربردی برای خانواده - Family Story – وارد دنیای سرگرمی‌های آنلاین شده و از محتواهای ارتقا یافته جدید آنها بهره‌مند شوید.
469	به هر صورت همانطور که گفتیم SZ-14 از انواع ارزان قیمت‌تر دوربین های کامپکت سوپرزوم المپوس می باشد که دارای لنزی قدرتمند با توانایی زوم بسیار عالی 24 برابر است.
470	مود خلاقانه تر Program هم وجود دارد.
471	با رنگ مشکي که در اوج سادگي،  فوق العاده زيباست.
472	من اين لپ تاپ رو دو هفته است که خريدم قبل از اينکه بخرم راجبش خيلي تحقيق کردم و از بين msi cx61 و asus k45vd  اينو انتخاب کردم :hp 4540-a (از ديجي کالا هم ممنونم خيلي کمکم کرد) .
473	خوبي اپل اينه که تکه و هيچ چي مثل اون نيست
474	آن را هم خیلی دوست داشتیم.
475	همچنين سيستم تهويه مطبوع و ماشين لباسشويي.
476	در قسمت پایینی تبلت نیز پورت اتصال و شارژ تبلت و شیارهای اتصال به داک کیبورد تعبیه شده‌اند.
477	آخری توانایی فوکوس در فاصله‌ی بسیار نزدیک را دارد.
478	البته با توجه به تراکم پیکسلی نسبتا پایین صفحه نمایش شاید برای خواندن متن‌های بسیار ریز مقداری دچار دشواری شوید که با کمی زوم قابل حل خواهد بود.
479	در ضمن، از کارکرد کلي‌ گوشي و دوربين و قدرت پردازش و خصوصا دقت صفحه نمايش و حساسيت بالاي اون خيلي‌ راضي‌ هستم.
480	آیا تا به حال اتفاق افتاده است که کاری خارق العاده انجام داده باشید،  اما امکان ثبت آن تصاویر عملا میسر نبوده باشد؟
481	۴٫ درايوهاي Samsung در مدل‌هاي جديد که بعد از نيمه دوم سال ۲۰۰۷ توليد شده‌اند وجود ندارد.
482	و سي پي يو ي بسيار قوي اي داره !
483	HP يکي از بهترين برند ها در ساخت لپ تاپ است .
484	امروز بيست و نهم شهريور نود و يک هستش و نقدي که مي خونين قبل از اومدن اين محصول نوشته ميشه :يک آپديت فوق العاده.
485	اما شارژدهی پدفون فقط منحصر به باتری گوشی نمی‌شود،  بلکه داک تبلت آن نیز دارای یک باتری 6600 میلی آمپر-ساعتیست که با قرار دادن گوشی در داک،  این باتری نیز به باتری گوشی افزوده می‌شود.
486	در کل در خريد اين دوربين شک نکنيد.
487	کيفيت کار اين پرينتر عاليست .
488	فن آوری ابری و ذخیره سازی اینترنتی سامسونگ آزادی عمل و قابلیت حرکت بیشتری به شما می بخشند و به شما اجازه می دهند تا در مواقعی که از خانه دور هستید به برنامه های چندرسانه ای خود دسترسی داشته و آنها را به اشتراک بگذارید.
489	من الان خيلي وقته دارم يک رم 8گيگ ريختم 5 گيگو سيستم عامل گرفت و تازه من وقتي هر چي برنامه داشتم رو ديليت کردم تازه 287مگابايت مي تونم استفاده کنم صفحه اش خوبه.
490	سامسونگ و ال‌جي هميشه بهترينن.
491	همان‌طور که پیش‌تر گفتیم در دو طرف صفحه نمایش دو بلندگوی استریو قرار دارند.
492	دکمه مکالمه یا Home تنها برآمدگی قسمت شیشه‌ای و صیقلی جلوی گوشی است.
493	دوربین هایی مثل P7700 و مدل های پیشینش و همچنین در برند کانن،  دوربین هایی مثل G1x،  G12 و دیگر مدل های سری G اساسا دوربین های کامپکت خوانده می شوند.
494	در تست‌های انجام شده،  این گوشی بدون هیچ مشکلی بازی‌های HD را نیز اجرا کرد و تقریبا می‌توان گفت که در اجرای تمامی برنامه‌ها،  بسیار روان عمل نمود.
495	هرچند که ممکن است هزینه‌ی نگهداری و کارتریج آن کمی بیشتر از رقبا باشد.
496	"باسلام
من تبلت اپل هم داشته ام اما تبلت سامسونگ با سيستم عامل اندرويد عاليه
چون اين سيستم عامل کارايي سريع و آسان را در اختيار ما گذاشته
ريختن نرم افزارها راحت و سريع بوده
اين تبلت براي مطالعه عاليست"
497	البته مشخصات این دو یکی است و احتمالا فقط تغییراتی در کیفیت آن ها رخ داده است.
498	، پردازنده قوي داره و به راحتي فيلم هاي فول اچ دي و بازي هاي اچ دي را پشتيباني ميکنه ، جي پي اس قوي داره ولي افسوس که واي فاي يا سخت افزار وايرلسش واقعاً ضعيفه !
499	اگر windos phone 8 قابل پيشرفت باشه اين گوشي يکي از بهترين انتخاب هاست .
500	سرعت اسکن نیز نسبتا بالا می باشد و اسکن یک صفحه ی سیاه و سفید را در 5.6 ثانیه و یک صفحه ی رنگی را در16.9  ثانیه اسکن می کند.
501	طراحي اين گوشي بسيار زيبا و دوست داشتنيست.
502	واقعا از نظر ارسال سريع و کيفيت عالي بسته بندي بايد از ديجي کالا تشکر ويژه کرد.
503	با تشکر فوق تخصص سخت افزار بهروز اسماعيل پور فارغ التحصيل از ..
504	از مزاياي آن هم مي توان به فتوکپي مستقيم با دکمه ي تعبيه شده در جلوي بدنه ان اشاره کرد که من انتظار آن را نداشتم 
505	A3400 مجهز به نمایشگر لمسی است و A4000 هم لنزی با توانایی زوم 8 برابر دارد.
506	اين ميان‌افزارها مرتبا توسط هکرها آپديت،  و هر بار قابليت‌هاي بيش‌تري در زمينه‌ي خواندن ديسک‌هاي کپي به آن‌ها اضافه مي‌شود.
507	پردازشگر قدرتمند IBM PowerPC 3 cores 3.2 GHz به همراه پردازنده ی گرافیکی Xenos،  رم 512 GDDR3 و کارت گرافیک ATI که مخصوص Xbox طراحی شده،  تلفیقی از قدرت و سرعت پردازش مناسب و گرافیک عالی را به وجود می آورد که برای هم برای کاربران عادی و هم گیمرهای حرفه ای مناسب است.
508	و همچنین با کابل USB و اتصال به کامپیوتر آن را شارژ نمایید.
509	حدود 3 ساعت به طور مداوم کار گرافيکي و مونتاژ سنگين باهاش انجام داديم و به خوبي از پس پردازش اون بر اومد.
510	همچنین همانطور که گفتیم، نمایشگر و اسپیکرهای بسیار عالی نیز دارد.
511	صفحه نمايش فوق العاده٣.
512	به طور کلي و درنهايت ميشه گفت که اين گوشي در مقايسه با قيمتش ،  امکانات خوبي براي کاربر فراهم کرده و مي تونه گزينه مناسبي براي خريد باشه.
513	با درود.
514	این دوربین به خوبی از پس خطای رنگی بر می‌آید.
515	لبه جلویی آن بسیار نازک است ولی در قسمت بالایی آن ضخیم تر می شود.
516	دليلي که اين تبلت رو عوض کردم نداشتن قابليت پشتيباني از سيم کارت بود.
517	من اين گوشي رو چند روزي ميشه خريداري کردم فوق العادست .
518	چون يا بايد شارژ رو خالي کني که دوباره شارژش کني يا صبح فردا با کمي شارژ بيرون بروي.
519	در زیر تبلت نیز همانند خود گوشی،  پورت 13 پینی MHL قرار دارد.
520	• نرم افزار نسل پنجم iPod Touch از آخرین و جدیدترین نسخه سیستم عامل iOS یعنی iOS 6 استفاده می‌کند.
521	از nokia belle خوشم اومد 
522	"من از جاي ديگه اي خريدم ولي الان که مي بينم ديجي کالا هم داره خيلي پشيمونم چون خيلي ارزونتر داره ميفروشه 
کارايي اش هم خيلي بالاست"
523	اما راز موفقیت این دوربین در ثبت لحظات ورزشی در چیست؟
524	اگه يکم صفحه شفاف تر و پر نورتر ميشد ديگه هيچ نقصي نداشت.
525	فراموش نکنين که پرينترها بخاطر ماهيت مکانيکيشون  کما بيش به تعميرات و يا سرويس نياز پيدا مي کنن.
526	گوشي واقعاً خوش‌دست و سريعيه.
527	به علاوه مدل جدید تنها قابلیت خواندن کارت حافظه SD را دارد.
528	سلام من 2 روز پيش اين دوربينو از ديجي کالا خريدم امروز رسيد دستم .
529	ابعاد آن 136×211 میلی‌متر و قطر آن نیز حدود 8 میلی متر می‌باشد.
530	دسترسی نسبتا ساده ای است و در ضمن این تنها کارتریج این دستگاه می‌باشد که توانایی پشتیبانی از چاپ 1600 صفحه پیش از تعویض را هم دارد.
531	"من اين دوربينو چند روز پيش از دي جي کالا سفارش دادم اولش چون مبلغ کمي بابتش پرداخت کرده بودم اميد زيادي بهش نداشتم اما بعد از چند روز تست کردن نظرم کاملا عوض شد مخصوصا وقتي باهاش يه عکس از ماه گرفتم خيلي بهتر از اوني که فکر ميکردم بود البته با اين قيمت 
"
532	همچنین در کانفیگ هایی از مدل‌های چهار هسته ای سری A پردازنده های AMD نیز استفاده شده.
533	به محض اینکه برای نخستین بار دستگاه را روشن کردید یک فرایند خودکار پیکربندی را اجرا می کند که حدود یک دقیقه به طول می انجامد.
534	عملکرد عالي کينکت بدون نياز به وسيله اي که خيلي عالي حرکات شما رو شناسايي ميکنه.
535	در کل همانطور که گفتیم،  S3200 دوربین Bridge ارزان قیمتی از فوجی فیلم است که قیمت مناسب را در ازای امکانات مناسب ارائه می کند.
536	اپل 5 نوع کارت گرافيکي قدرتمند سه هسته اي داره که تو نوع خودش بي نظيره و همچنين مدل سي پي يو واقعا عاليه.
537	حرکت تصاویر با قابلیت 960Hz Clear Motion Rate بسیار نرم‌تر خواهد بود تا صحنه‌های پر تحرک و هیجانی را با نهایت وضوح تماشا کنید.
538	در کل گوشي عالي است و من هم ازش راضي هستم و تا الان (2/1/2013) در اين رنج قيمت بهترين است .
539	واقعا عاليه
540	در کل،  باید بگوییم که طراحی این تبلت از طراحی تبلت ها تا به امروز که یا از پلاستیک و یا از آلومینیوم بودند متفاوت می‌باشد و یک نوآوری توسط مایکروسافت محسوب می‌گردد که بسیار دوست داشتنی است.
541	بسيار عالي است تا قبل از اين آيپاد يک آيفون بدون سيم کارت نبود اما الان تبديل شده به يک آيفون 5 بدون سيم کارت پس با قيمت دلاري صد در صد ارزش خريدن را دارد .
542	ولي ريجن PAL و NTSC-J/Asia در جعبه‌ي خود داراي پاور آداپتور ۲۲۰ ولت هستند که به هيچ ترانسي احتياج ندارند.
543	باعرض سلام خدمت گيمرهاي عزيز ميخواستم چند نکته درمورد xbox 360 و ps3  به حضورتان برسانم!
544	ضخامت GALAXY Tab 2 نسبت به مدل سال گذشته نزدیک به 0.6 میلیمتر افزایش یافته ولی تغییری در وزن آن ایجاد نشده است.
545	همچنین عکس‌ها و فیلم‌ها بر روی کارت حافظه‌ی SD/SDHC/SDXC ذخیره می‌شوند و باتری لیتیوم-یونی آن نیز در هر بار شارژ کامل توانایی پشتیبانی برای گرفتن تا 300 عکس را دارد.
546	مدت زمان اسکن رنگی با وضوح 900DPI حدود 12 ثانیه مدت زمان اسکن ساده و سفید  با وضوح 900DPI حدود 10 ثانیه مدت زمان اسکن رنگی با وضوح 600DPI حدود 8 ثانیه مدت زمان اسکن ساده و سفید  با وضوح 600DPI حدود 6 ثانیه مدت زمان اسکن رنگی با وضوح 300DPI حدود 3 ثانیه مدت زمان اسکن ساده و سفید  با وضوح 300DPI حدود 2 ثانیه این اسکنر با توجه به اطلاعاتی که بیان شد می توان برای کارهای معمولی و حتی تا حدودی حرفه ای مناسب باشد.
547	اين گوشي با توجه به سخن متخصصين سايت ديجي کالا و همچنين کاربراي عزيزي که اين گوشي رو در اختيار دارند و از عملکرد اون آگاهند به واقع يک اَبَر گوشي در بين گوشي هاي هوشمنده و يکي از محبوبترين گوشي‌هاي همراه در دنيا.
548	( دوربين بسيار عالي در شرايط نور طبيعي ) کيفيت فيلم‌برداري هم در حد مطلوبي هست ولي احساس ميکنم Galaxy S III کمي بهتر جلوه ميکرد.
549	"Miro نام یک هنرمند اسپانیایی به نام ژوان میرو است و Tipo نیز نهایتا در ایتالیایی معنی ""نوع"" را می‌دهد."
550	همانطور که گفتیم،  S3200 دوربین بریجی در سطح متوسط است.
551	همچنین مجهز به سنسورهای شتاب سنج برای چرخش خودکار تصویر،  قطب نمای دیجیتالی،  سنسور پروکسیمیتی و سنسور سنجش نور محیطی هم می‌باشد.
552	باشيد اگر اتفاقي دستتون به اين دکمه ها بخوره از برنامه خارج ميشيد ولي در xperia ion حساسيت دکمه ها نقطه اي شده يعني وقتي شما تا روي نقطه ي اصلي ضربه نزنيد هيچ اتفاقي نميفته پس اين خوبه
553	• کارت شبکه بي سيم ـ وجود کارت شبکه بي‌سيم با قابليت پشتيباني از انواع فرمت‌هاي انتقال داده در شبکه،  امکان ارتباط کنسول XBOX 360 را با انواع شبکه‌هاي بي‌سيم مهيا مي ‌کند.
554	کدوم سيستم عامل آينده ي بهتري داره ؟
555	خيلي راضيم تقريبا 1ساله خريدم پيشنهاد من اينه که اگر اينو مي خرين سفيد و سياه رنگ خوبي براي اين گوشيه و براي اين کيف لپ تاپي از موبايل فروشي ها بخرين
556	ضمنا سامسونگ در Note 8 از سریع‌ترین مرورگر دنیا یعنی کروم استفاده نموده است.
557	سرعت شاتر این دوربین نیز نسبتا خوب است.
558	نظر در مورد ظاهرشونو به خود ديجيکالا ميسپرم و تو نقد و بررسي کامل ميشه پيداش کرد
559	به نظر من ps3خيلي بهتر از ايکس باکس چون تکنولزي بشرفته بلوري داره 
560	که بسيار قوي و هر نرم‌افزاري قادر اجراست.
561	به ياد داشته باشيم قرار است فقط برنامه هاي توليد شده بر روي ios روي اين گوشي نصب شود.
562	همچنین این تبلت دارای سرویس DLNA نیز،  است که به کمک آن میتوانید با تبلت خود،  با لوازم دیجیتالی دیگر ارتباط بی سیم برقرار کنید.
563	ولي اکسپريا ري هم صفحه نمايش با کيفيتي داره هم چگالي تصوير خوبي داره و تصاوير واضحي رو ارائه ميده و هم پردازنده و چيپست گرافيکي بسيار خوبي داره.
564	واقعیتی که باعث می‌گردد iPhone 5 به یکی از باریک‌ترین و سبک‌ترین گوشی‌های هوشمند موجود در بازار هم تبدیل گردد.
565	روشنایی نمایشگر به وسیله‌ی سنسور سنجش نور محیطی می‌تواند به صورت خودکار تنظیم شود و این کار تا جایی که ما دیدیم کاملا درست انجام می‌گیرد.
566	از لحاظ ارگونومي اين گوشي با اين که هم وزن نسبتا زيادي داره و هم صفحه نمايش بزرگي داره ولي به لطف قوسي که گوشي داره و جنس فلزي پشت گوشي داره ولي توي دست فوق العاده حس خوبي ميده و خيلي خوش دست مي باشد.
567	• قلم سامسونگ در طراحی قلم جدید خود تغییراتی ایجاد کرده و آن‌را بیشتر به قلم‌های واقعی شبیه نموده است.
568	قيمتش قطعا نسبت به ايفون 5 خيلي کمتره ولي تمام کارهاي ايفون 5 رو انجام ميده جز مکالمه.
569	با سلام من چند لحظه پيش اين گوشي را سفارش دادم قيمت پايين اين کالا يکم تو شک مي اندازه چون سخت افزار هاي نوشته شده براي اين گوشي در اين رنج قيمت فوق العاده به نظر مي رسد اما اين گوشي فقط يک دوربين مکالمه تصويري کم داره که اگر اين رو هم داشت عالي مي شد 
570	اميدوارم نوکيا طلسم غرورش رو بشکنه و به خاطر طرفداراش هم که شده با گوگل براي گوشي هاي اندرويدي همکاري کنه..
571	رابط کاربری دوربین نیز بسیار ساده و کاربردی است.
572	IXUS نامي هست که در اروپا فروش ميره و خيلي از زبان ها رو داره .
573	البته در نظر داشته باشید که این موضوع به ایسوس کمک می‌کند که خیلی سریع‌تر از کمپانی‌های دیگر محصولات خود را آپدیت نرم افزاری کند.
574	رفع مشکل واي فاي ..
575	از همه نظر کارش درسته کيفيت نمايش،  داغ هم نمي‌کنه،  لگ هم نداره،  هنگ نداره،  عمر باطري 6 ساعت،  طراحي کلاسيک،  در ضمن يکي از مهمترين ويژگيهاي لپ‌تاپها گه کمتر راجع بهش صحبت ميشه مچ بودن سخت‌افزار و يکپارچه عمل کردنشونه که در بسياري از مدلها ديده نميشه.
576	متم امروز خريدم.
577	بخرين پشيمون نميشين البته بايد از راهنمايي هاي ديجي کالا هم تشکر کنم
578	فکر ميکنم دوربين خيلي خوبي باشه با اين امکانات!
579	به نظر من صفحه نمايش super amoled plus گلکسي اس 2 البته i9100 هيچ چيزي از صفحه نمايش galaxy s3 و galaxy note کمتر نداره.
580	پورت HDMI .
581	قاب پشتی آن نیز که از جنس پلاستیک بسیار با کیفیت می‌باشد،  با وجود بافت ریز موجود بر روی آن،  بسیار زیبا و مطمئن است،  طوری که احساس امنیت بسیار خوبی را به کاربر در حین کار با آن منتقل می‌نماید.
582	اما به هيچ وجه مخاطب رو متحير نميکنه و زود تکراري ميشه.
583	در صورتي که جديدترين ميان‌افزار درايو LG ورژن ۲٫۴ مي‌باشد.
584	ندوزيد.
585	اما با همه این اوصاف،  بجز وجود برنامه های محدود برای نسخه RT از سیستم عامل ویندوز،  نمی‌توان ایراد عمده دیگری به این دستگاه وارد نمود و پیش بینی ما این است که تبلت Surface Pro با وجود پشتیبانی ویندوز 8 پرو از تمامی برنامه های ویندوز های پیشین،  توفیق زیادی را عاید مایکروسافت نماید.
586	مدل‌های گران‌تر به خروجی تصویری HDMI نیز مجهز هستند که به کمک آن می‌توانید نوت‌بوک خود را به HDTV متصل کنید.
587	این پردازشگر به قدری قدرتمند است که هیچ‌گونه کاهش سرعتی حتی هنگام اجرای بازی‌های سه بعدی و یا انجام پردازش‌های سنگین،  مشاهده نخواهید کرد.
588	ابعاد دقیقا آن نیز 104 x 59 x 33 میلی متر است که تا حدودی از F770 هم باریک‌تر و هم کوچک‌تر می‌باشد.
589	در کل مشکل خاصي نداره و خيلي کار با اين گوشي لذت بخشه.
590	همچنین،  ال جی بر روی این گوشی قابلیت DLNA و NFC را نیز قرار داده که در مورد NFC در بخش نرم افزار بیشتر توضیح خواهیم داد.
591	دسته هاي با کيفيت داره و خيلي راحت باهاش جور ميشين.
592	بدین صورت که اگر گوشی را به آرامی از این شکاف به بیرون بکشید،  می‌توانید آن را بدون هیچ‌گونه مشکلی از داک خارج کنید ولی اگر با حرکات سریع این کار را کرده و یا ضربه ای به بدنه داک وارد کنید،  گوشی در جای خود محکم باقی خواهد ماند.
593	موضوعی که از نظر بسیاری یکی از نقاط ضعف جدی این مدل به شمار می‌رود.
594	البته در ابتدا بسياري از مشکلات سخت افزاري را با خود داشت که بعد ها مايکروسافت با ارائه مدل هاي جديدتر مشکلات را بسيار کم کرد.
595	فضاي کمي اشغال ميکند و به دليل سه کاره بودن خيلي از دست آن راضي خواهيد بود و سرعت خوبي هم دارد براي نصب هم نياز به سي دي نداريد و در مدت زمان کمي نصب ميشه.
596	من با توجه به تجربه اي که از استفاده از دوربين با باطري قلمي دارم توصيه ميکنم اين دوربينو  رو بخريد چون دوربين هاي حرفه اي داراي باطري قلمي هستن و اينکه برين مسافرت و برق نباشه براي شارژ باتري دوربين شما با مشکل رو به رو نميشين و از هر کجا ميتونين باطري قلمي گير بيارين.
597	من مطمئنم در آينده نه چندان دور هوآوي تمام بازار دنيا رو قبضه ميکنه.
598	در ایزو 800 اوضاع بدتر می‌گردد.
599	در جواب آقاي بهرام ميخوام بگم اکه اينجوري به قضيه نگاه کنيم نوت 2 هم فقط از نظر قيمت از اچ تي سي باترفلاي بهتره!
600	با سپاس
601	لاک جي پي اس.
602	دوربين واقعا خوبيه،  زمان سفارش اين دوربين به خاطر نظر بعضي ازدوستان نسبت به عکسبرداري در حالت اتومات ترديد داشتم.
603	• نرم افزار شاید اصلی‌ترین دلیل کم شدن فروش محصولات نوکیا در چند سال اخیر به عدم پیشرفت نرم افزاری گوشی‌های آن برگردد.
604	عدد ۳۶۰ با توجه به لگوي رسمي کنسول مي‌تواند واحد درجه داشته باشد که مي‌خواهد مفهوم دربرگيرنده را براي کاربر خود القا کند.
605	تو اين قيمت به نظر من بهترينه و من از 10 بهش 9 ميدم اونم فقط به خاطر دوربينش
606	دست اخر بايد گفت اين يک گوشي براي پيامک و چت است.
607	اما حالا پک هاي جديدي از اين کنسول بازي ارائه شده که تفاوت هاي زيادي با هم دارند.
608	درضمن،  تو هر منبعي گشتم،  جايي رو نديدم که گفته باشه رو صفحه نمايش،  محافظ گوريلا گلاس يا ضدخشي چيزي باشه!
609	وقتي 64 Gig ظرفيت موجوده آيا اين نياز احساس ميشه!
610	به غير از dvd rom.
611	فایل‌ها و برنامه‌های خود را به اشتراک گذاشته، ذخیره ساخته و از آن‌ها لذت ببرید – راحت‌تر از همیشه به یمن وجود قابلیت‌های ارتباطی هوشمند می‌توانید تجربه مشاهده لذت‌بخش‌تر و هوشمندانه‌تری داشته باشید.
612	با سلام.
613	البته در سری سال 2012 که شامل 6 دوربین A2300, A2400, A3400, A400, A810 و A1300 می‌شوند؛ پیشرفت های خیلی خوبی صورت گرفته تا ارزش بالایی در برابر قیمت خود داشته باشند.
614	بر خلاف Windows،  برنامه های سیستم عامل OS X باید برای این رزلوشن بالا طراحی شوند در غیر این صورت اصلا ظاهر خوبی نخواهند داشت.
615	اما هرچند که رزولوشن سنسور تصویر مقداری بالاتر است،  ولی HX200v لنزی کاملا مشابه با لنز HX100v دارد.
616	از خوبيش هرچي بگم کمه.
617	تجربه من به شما براي انتخاب گوشي : هيچ وقت سرعت پردازنده گوشي رو فداي هيچ چيز ديگه اي نکنين
618	اصلا نخواستيد،  بريد تو گوگل Sample Photo هاي دوربين هاي مختلف رو با هم مقايسه کنيد..
619	"درود بر همه دوستان
اگر به دنبال يک تبلت با ظاهر و کارايي بي نظير هستيد و عجله نداريد صبر کنيد تا مدل 
Samsung Galaxy Note 10.1 N8000
به بازار ايران عرضه بشه تا مشخص کننده قدرت و کارايي و ظاهر در کنارهم براي کاربراي مثل من و شما باشه
"
620	• NTSC-J ـ اين منطقه فقط به کشورهاي ژاپن و کره مربوط مي‌باشد.
621	من اين گوشي و تازه از ديجي کالا گرفتم و خيلي راضيم اندرويد 4.1 و سي پي يو اي که نه انقدر کمه که گوشي هنگ کنه ونه انقدر زياده که باتري بخوره.
622	در کل نه گزينه خيلي تاپي هست نه بد چون من ايپد داشتم ميشه گفت امکانات سامسونگ به بعضي از ضعف هاش مثل باطري ،  دوربين ،  وايرلس شايد بيارزه چون هم قيمت کمتري داره هم امکانات بيشتري.
623	"سلام دوستان من  2روز پيش خريدمش
اندرويد 4.0.4 صفحه عالي طراحي عالي خوشدست اما صفحه ي بزرگ
 تو نمايشگاه بازار موبايل اصفهان کنار z مقايسش کردم صفحش يکم فرق داشت اما رنگاي يون بهتر بود
در ضمن همونوقت هم 4 گيگ نرم افزار ريختم روش همش اچ دي با چند تا فيلم فول اچ دي اصلا هنگ نميکنه
شک نکنيد عاليه"
624	که اين روشنايي به دليل وجود پنل Super IPS + و تکنولوزي IGZO است.
625	جمع بندي :مزايا :1- LCD بسيار جذاب و کاملاً متفاوت 5 اينچي 4:32- کيفيت دوربين بسيار عالي در شرايط نور طبيعي 3- زيبايي ساخت فوق‌العاده 4- سخت‌افزار بسيار عالي 5- قيمت بسيار مناسب در مقايسه با رقبا معايب :1- نداشتن شيار مخصوص قلم که يک ضعف بسيار بزرگه 2- نداشتن کليد ميانبر سيستم عاملي جهت استفاده قلم براي کليد هاي Back , Home و غيره.
626	به خصوص اینکه اگر پیش از این از DSLR ها استفاده کرده باشید این موضوع را متوجه خواهید شد و این به دلیل بهره گیری این دوربین از سیستم فوکوس خودکار Contrast Detection به جای Phase Detection دوربین های DSLR است.
627	برنامه‌های کاربردی برای سرگرمی کودکان - Kids سامسونگ سرگرمی‌های خانگی را با برنامه‌های سرگرم کننده و مفید آموزشی ترکیب می‌کند.
628	رزولوشن فکس در این دستگاه برای حالت سیاه و سفید 300 × 300 dpi و برای حالت رنگی 200 × 200 dpi می‌باشد.
629	هم از لحاظ طراحي وهم از لحاظ سخت افزاري و نرم افزاري عاليه 
630	آیا هیجان و ماجراجویی مرزی مشخص دارد؟
631	در آخر بايد بگم Samsung Galexy S II يک گوشي ماندگار و قدرتمند هست و يکي از بهترين گوشي‌هاي اندرويد حال حاضر موجود در بازار.
632	در قسمت بالایی گوشی جک 3.5 میلی متری هدفون به همراه کلید پاور قرار داده شده است.
633	نخستین تغییر را می توان مقداری در ظاهر و ابعاد مشاهده کرد که به نظر ما خوب بوده و اکنون P520 دوربین خوش‌دست‌تری شده،  دوم اینکه اکنون P520 دارای نمایشگر چرخنده‌ی کارآمدتری است که می تواند به هر سو چرخش کند.
634	گوشي واقعاً استثنايي هستش.
635	دو کلید هم به صورت مجزا در پایین تاچ پد قرار دارند و بسیار خوب ساخته شده‌اند.
636	فقط کافيه که يه سرعت 256 داشته باشين تا بتونين به جمعيت جهاني وصل بشين و با اين کار تازه دنياي xbox واستون باز ميشه.
637	سلام .
638	دوربین خود با تشخیص نوع صحنه،  شرایط نوری و دیگر پارامترها،  تنظیمات را بر روی بهترین حالت قرار قرار می‌دهد تا بهترین عکس‌ها گرفته شود.
639	يه سر و گردن از htc sensation بالاتره و اصلا قابل مقايسه نيستن.
640	سیستم عامل سیستم عامل تبلت GSP-X7 اندروید است.
641	2- قاب آن از لحاظ استحکام کمي ضعيف است.
642	معايب!
643	بزرگترين عيبي که من پس از خريد اين تبلت با آن مواجه شدم عدم مقاومت صفحه نمايش در برابر خش است.
644	هرچند که ابعاد آن کمی بزرگ‌تر از Ixus 510 HS است ولی وزنی کمتر دارد.
645	تمام نرم افزارهای اولیه مانند Safari،  ایمیل،  و غیره برای دقت این صفحه نمایش طراحی شده‌اند.
